comentario,nota,responsavel,comentario_tokenizado
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas. O carregamento dos relatórios demorou.,7,Serviços,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'onboarding', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
Recebi erro enquanto tentava integrar sistema. Depois da atualização relatórios ficou mais simples. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. travano qdo demoro,3,Serviços,"['Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'travano', 'qdo', 'demoro']"
"Recebi erro enquanto tentava integrar sistema. Tentei integrar sistema e pagamentos travou duas vezes. O suporte pediu novamente as mesmas informações. pagamentos demorou para responder. Consegui integrar sistema, mas depois apareceu erro em integração. Precisei repetir algumas etapas para concluir.",1,Suporte,"['Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'Tentei', 'integrar', 'sistema', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'pagamentos', 'demorou', 'para', 'responder', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
O carregamento dos relatórios demorou. Depois da atualização pagamentos ficou mais simples. Tentei acompanhar pagamento e pagamentos travou duas vezes.,9,Produto,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Depois da atualização chat ficou mais simples.,5,Geral,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.']"
"O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em dashboard. Precisei repetir algumas etapas para concluir. limite demorou para responder. Tentei acompanhar pagamento e limite travou duas vezes.",4,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'limite', 'demorou', 'para', 'responder', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'limite', 'travou', 'duas', 'vezes', '.']"
O atendimento resolveu rápido a solicitação. Tentei consultar limite e relatórios travou duas vezes. relatórios demorou para responder. demoro travano bugou,5,Produto,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'consultar', 'limite', 'e', 'relatórios', 'travou', 'duas', 'vezes', '.', 'relatórios', 'demorou', 'para', 'responder', '.', 'demoro', 'travano', 'bugou']"
"Consegui fazer transferência, mas depois apareceu erro em chat. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. integração demorou para responder. demoro atendimnto",6,Geral,"['Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'integração', 'demorou', 'para', 'responder', '.', 'demoro', 'atendimnto']"
"Tentei integrar sistema e dashboard travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. Depois da atualização dashboard ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.",1,Suporte,"['Tentei', 'integrar', 'sistema', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
As notificações chegaram atrasadas. Tentei atualizar cadastro e cartão virtual travou duas vezes. O suporte pediu novamente as mesmas informações. Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. ploblema platafroma,5,Suporte,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Depois', 'da', 'atualização', 'cartão', 'virtual', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'ploblema', 'platafroma']"
Recebi erro enquanto tentava emitir boleto. chat demorou para responder. O carregamento dos relatórios demorou. Tentei emitir boleto e chat travou duas vezes. Depois da atualização chat ficou mais simples. bugou,6,Suporte,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'chat', 'demorou', 'para', 'responder', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'emitir', 'boleto', 'e', 'chat', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'bugou']"
Recebi erro enquanto tentava consultar limite. Tentei consultar limite e extrato travou duas vezes. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. extrato demorou para responder. Depois da atualização extrato ficou mais simples. probelma bugou travano,10,Produto,"['Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'Tentei', 'consultar', 'limite', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'extrato', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'extrato', 'ficou', 'mais', 'simples', '.', 'probelma', 'bugou', 'travano']"
"Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em cadastro.",8,Produto,"['Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.']"
"Consegui integrar sistema, mas depois apareceu erro em API. O carregamento dos relatórios demorou. Tentei integrar sistema e login travou duas vezes. Depois da atualização login ficou mais simples. As notificações chegaram atrasadas. atendimnto platafroma",0,Suporte,"['Consegui', 'integrar', 'sistema', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'API', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'integrar', 'sistema', 'e', 'login', 'travou', 'duas', 'vezes', '.', 'Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'atendimnto', 'platafroma']"
Achei estranho.,8,Suporte,"['Achei', 'estranho', '.']"
"O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em integração. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. cadastro demorou para responder. atendimnto vcs",6,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'atendimnto', 'vcs']"
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização integração ficou mais simples. Tentei acompanhar pagamento e integração travou duas vezes. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em chat.",10,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'integração', 'ficou', 'mais', 'simples', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'integração', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.']"
Ok.,7,Produto,"['Ok', '.']"
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e chat travou duas vezes.,9,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'chat', 'travou', 'duas', 'vezes', '.']"
"dashboard demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em API. msg bugou",1,Geral,"['dashboard', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'API', '.', 'msg', 'bugou']"
Ok.,4,Suporte,"['Ok', '.']"
"O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava baixar relatório.",3,Pós-venda,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'baixar', 'relatório', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.']"
"dashboard demorou para responder. Tentei fazer transferência e dashboard travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. Depois da atualização dashboard ficou mais simples.",0,Suporte,"['dashboard', 'demorou', 'para', 'responder', '.', 'Tentei', 'fazer', 'transferência', 'e', 'dashboard', 'travou', 'duas', 'vezes', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Depois', 'da', 'atualização', 'dashboard', 'ficou', 'mais', 'simples', '.']"
Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. vcs naum bugou,1,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'vcs', 'naum', 'bugou']"
"Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e onboarding travou duas vezes. Recebi erro enquanto tentava acompanhar pagamento. onboarding demorou para responder. naum platafroma demoro",10,Geral,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cadastro', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'onboarding', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'naum', 'platafroma', 'demoro']"
Sem comentários.,2,Serviços,"['Sem', 'comentários', '.']"
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e extrato travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em chat.",4,Suporte,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'Tentei', 'consultar', 'limite', 'e', 'extrato', 'travou', 'duas', 'vezes', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'chat', '.']"
O atendimento resolveu rápido a solicitação. login demorou para responder. qdo,6,Produto,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'login', 'demorou', 'para', 'responder', '.', 'qdo']"
Normal.,6,Geral,"['Normal', '.']"
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei consultar saldo e performance travou duas vezes. Precisei repetir algumas etapas para concluir.,4,Produto,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Tentei', 'consultar', 'saldo', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.']"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. pagamentos demorou para responder.,7,Serviços,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'pagamentos', 'demorou', 'para', 'responder', '.']"
Achei estranho.,6,Produto,"['Achei', 'estranho', '.']"
Sem comentários.,8,Geral,"['Sem', 'comentários', '.']"
"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Tentei acompanhar pagamento e cartão virtual travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em usabilidade. cartão virtual demorou para responder. Recebi erro enquanto tentava acompanhar pagamento.",7,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.', 'Consegui', 'acompanhar', 'pagamento', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'usabilidade', '.', 'cartão', 'virtual', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.']"
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas.,4,Suporte,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.']"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. onboarding demorou para responder. sitema,6,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'sitema']"
Depois da atualização relatórios ficou mais simples. O suporte pediu novamente as mesmas informações.,4,Pós-venda,"['Depois', 'da', 'atualização', 'relatórios', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.']"
usabilidade demorou para responder. Depois da atualização usabilidade ficou mais simples. As notificações chegaram atrasadas. Tentei fazer transferência e usabilidade travou duas vezes. O carregamento dos relatórios demorou.,8,Produto,"['usabilidade', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'usabilidade', 'ficou', 'mais', 'simples', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Tentei', 'fazer', 'transferência', 'e', 'usabilidade', 'travou', 'duas', 'vezes', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. login demorou para responder. Depois da atualização login ficou mais simples.,8,Produto,"['Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'login', 'demorou', 'para', 'responder', '.', 'Depois', 'da', 'atualização', 'login', 'ficou', 'mais', 'simples', '.']"
"Tentei consultar limite e cadastro travou duas vezes. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas. cadastro demorou para responder. Consegui consultar limite, mas depois apareceu erro em integração. bugou platafroma",8,Produto,"['Tentei', 'consultar', 'limite', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'integração', '.', 'bugou', 'platafroma']"
Normal.,4,Geral,"['Normal', '.']"
notificações demorou para responder. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. bugou sitema,7,Geral,"['notificações', 'demorou', 'para', 'responder', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'bugou', 'sitema']"
As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. Tentei atualizar cadastro e performance travou duas vezes. performance demorou para responder.,0,Geral,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'Depois', 'da', 'atualização', 'performance', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'performance', 'demorou', 'para', 'responder', '.']"
Achei estranho.,2,Suporte,"['Achei', 'estranho', '.']"
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. qdo atendimnto,3,Geral,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'qdo', 'atendimnto']"
cadastro demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e cadastro travou duas vezes.,9,Serviços,"['cadastro', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'Tentei', 'acompanhar', 'pagamento', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.']"
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. naum,9,Geral,"['O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'acompanhar', 'pagamento', '.', 'naum']"
Depois da atualização pagamentos ficou mais simples. O carregamento dos relatórios demorou. pagamentos demorou para responder. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. vcs,7,Pós-venda,"['Depois', 'da', 'atualização', 'pagamentos', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'pagamentos', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'vcs']"
Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto.,6,Pós-venda,"['Depois', 'da', 'atualização', 'API', 'ficou', 'mais', 'simples', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'emitir', 'boleto', '.']"
"chat demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Consegui fazer transferência, mas depois apareceu erro em cartão virtual.",0,Serviços,"['chat', 'demorou', 'para', 'responder', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'fazer', 'transferência', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'cartão', 'virtual', '.']"
Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. cadastro demorou para responder. Recebi erro enquanto tentava integrar sistema.,6,Serviços,"['Depois', 'da', 'atualização', 'cadastro', 'ficou', 'mais', 'simples', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'integrar', 'sistema', '.']"
relatórios demorou para responder. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. atendimnto probelma bugou,4,Serviços,"['relatórios', 'demorou', 'para', 'responder', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'atendimnto', 'probelma', 'bugou']"
Tentei fazer transferência e cadastro travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava fazer transferência. cadastro demorou para responder. O carregamento dos relatórios demorou. bugou naum msg,7,Suporte,"['Tentei', 'fazer', 'transferência', 'e', 'cadastro', 'travou', 'duas', 'vezes', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'fazer', 'transferência', '.', 'cadastro', 'demorou', 'para', 'responder', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'bugou', 'naum', 'msg']"
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Tentei consultar limite e pagamentos travou duas vezes.,7,Produto,"['As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Tentei', 'consultar', 'limite', 'e', 'pagamentos', 'travou', 'duas', 'vezes', '.']"
performance demorou para responder. Tentei baixar relatório e performance travou duas vezes.,7,Produto,"['performance', 'demorou', 'para', 'responder', '.', 'Tentei', 'baixar', 'relatório', 'e', 'performance', 'travou', 'duas', 'vezes', '.']"
"O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em notificações. Recebi erro enquanto tentava consultar limite. onboarding demorou para responder. Precisei repetir algumas etapas para concluir. Depois da atualização onboarding ficou mais simples. travano",1,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'consultar', 'limite', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'notificações', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'consultar', 'limite', '.', 'onboarding', 'demorou', 'para', 'responder', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'Depois', 'da', 'atualização', 'onboarding', 'ficou', 'mais', 'simples', '.', 'travano']"
"Consegui atualizar cadastro, mas depois apareceu erro em dashboard. Tentei atualizar cadastro e performance travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou.",7,Serviços,"['Consegui', 'atualizar', 'cadastro', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'dashboard', '.', 'Tentei', 'atualizar', 'cadastro', 'e', 'performance', 'travou', 'duas', 'vezes', '.', 'Recebi', 'erro', 'enquanto', 'tentava', 'atualizar', 'cadastro', '.', 'O', 'carregamento', 'dos', 'relatórios', 'demorou', '.']"
O atendimento resolveu rápido a solicitação. Depois da atualização chat ficou mais simples. O suporte pediu novamente as mesmas informações. chat demorou para responder.,4,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Depois', 'da', 'atualização', 'chat', 'ficou', 'mais', 'simples', '.', 'O', 'suporte', 'pediu', 'novamente', 'as', 'mesmas', 'informações', '.', 'chat', 'demorou', 'para', 'responder', '.']"
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em limite. ploblema",9,Suporte,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'Consegui', 'emitir', 'boleto', ',', 'mas', 'depois', 'apareceu', 'erro', 'em', 'limite', '.', 'ploblema']"
Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e cartão virtual travou duas vezes.,7,Geral,"['Recebi', 'erro', 'enquanto', 'tentava', 'baixar', 'relatório', '.', 'Tentei', 'baixar', 'relatório', 'e', 'cartão', 'virtual', 'travou', 'duas', 'vezes', '.']"
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. naum bugou vcs,10,Serviços,"['O', 'carregamento', 'dos', 'relatórios', 'demorou', '.', 'O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'As', 'notificações', 'chegaram', 'atrasadas', '.', 'Precisei', 'repetir', 'algumas', 'etapas', 'para', 'concluir', '.', 'naum', 'bugou', 'vcs']"
O atendimento resolveu rápido a solicitação. login demorou para responder.,7,Geral,"['O', 'atendimento', 'resolveu', 'rápido', 'a', 'solicitação', '.', 'login', 'demorou', 'para', 'responder', '.']"
