comentario,nota,responsavel,pos_tags
onboarding demorou para responder. Tentei consultar limite e onboarding travou duas vezes. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas. qdo vcs platafroma,9,Serviços,"[('onboarding', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('e', 'CCONJ'), ('onboarding', 'PROPN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('qdo', 'ADP'), ('vcs', 'NOUN'), ('platafroma', 'NOUN')]"
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui atualizar cadastro, mas depois apareceu erro em relatórios. naum vcs",0,Suporte,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('relatórios', 'NOUN'), ('.', 'PUNCT'), ('naum', 'PROPN'), ('vcs', 'PROPN')]"
As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O atendimento resolveu rápido a solicitação.,2,Serviços,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT')]"
"Consegui emitir boleto, mas depois apareceu erro em performance. pagamentos demorou para responder. Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações.",6,Pós-venda,"[('Consegui', 'VERB'), ('emitir', 'VERB'), ('boleto', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('performance', 'NOUN'), ('.', 'PUNCT'), ('pagamentos', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('emitir', 'VERB'), ('boleto', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT')]"
Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,1,Geral,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT')]"
O suporte pediu novamente as mesmas informações. Tentei fazer transferência e notificações travou duas vezes. notificações demorou para responder. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação. Depois da atualização notificações ficou mais simples. platafroma vcs,2,Produto,"[('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), ('e', 'CCONJ'), ('notificações', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('notificações', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('notificações', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('platafroma', 'NOUN'), ('vcs', 'VERB')]"
Sem comentários.,2,Serviços,"[('Sem', 'ADP'), ('comentários', 'NOUN'), ('.', 'PUNCT')]"
Depois da atualização relatórios ficou mais simples. Precisei repetir algumas etapas para concluir. msg demoro,4,Suporte,"[('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('relatórios', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('msg', 'NOUN'), ('demoro', 'NOUN')]"
As notificações chegaram atrasadas. Depois da atualização cadastro ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e cadastro travou duas vezes. O carregamento dos relatórios demorou.,3,Geral,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('cadastro', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('baixar', 'VERB'), ('relatório', 'NOUN'), ('e', 'CCONJ'), ('cadastro', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT')]"
O atendimento resolveu rápido a solicitação. API demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. probelma,7,Geral,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('API', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('probelma', 'NOUN')]"
O suporte pediu novamente as mesmas informações. Depois da atualização login ficou mais simples. login demorou para responder. sitema,5,Serviços,"[('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('login', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('login', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('sitema', 'NOUN')]"
integração demorou para responder. Depois da atualização integração ficou mais simples. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,1,Produto,"[('integração', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT')]"
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Depois da atualização cadastro ficou mais simples.",2,Suporte,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('dashboard', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('cadastro', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT')]"
"login demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.",10,Produto,"[('login', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('saldo', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT')]"
Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas.,8,Suporte,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT')]"
Nada a declarar.,10,Serviços,"[('Nada', 'PRON'), ('a', 'SCONJ'), ('declarar', 'VERB'), ('.', 'PUNCT')]"
Depois da atualização performance ficou mais simples. Tentei integrar sistema e performance travou duas vezes.,4,Suporte,"[('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('performance', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('integrar', 'VERB'), ('sistema', 'NOUN'), ('e', 'CCONJ'), ('performance', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT')]"
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. O carregamento dos relatórios demorou. integração demorou para responder. Depois da atualização integração ficou mais simples. bugou sitema",8,Produto,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('atualizar', 'VERB'), ('cadastro', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('pagamentos', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('integração', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('integração', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('bugou', 'VERB'), ('sitema', 'NOUN')]"
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Precisei repetir algumas etapas para concluir. msg,1,Suporte,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('integrar', 'VERB'), ('sistema', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('usabilidade', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('usabilidade', 'PROPN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('msg', 'NOUN')]"
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. demoro,9,Geral,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT'), ('demoro', 'NOUN')]"
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Produto,"[('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT')]"
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Tentei consultar limite e onboarding travou duas vezes.,10,Produto,"[('As', 'DET'), ('notificações', 'NOUN'), ('chegaram', 'VERB'), ('atrasadas', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('e', 'CCONJ'), ('onboarding', 'PROPN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT')]"
"limite demorou para responder. Consegui baixar relatório, mas depois apareceu erro em notificações. O suporte pediu novamente as mesmas informações. platafroma naum bugou",0,Produto,"[('limite', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT'), ('Consegui', 'VERB'), ('baixar', 'VERB'), ('relatório', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('notificações', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('platafroma', 'NOUN'), ('naum', 'PROPN'), ('bugou', 'VERB')]"
O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência. notificações demorou para responder.,0,Geral,"[('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('fazer', 'VERB'), ('transferência', 'NOUN'), ('.', 'PUNCT'), ('notificações', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT')]"
O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,8,Produto,"[('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('cadastro', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT')]"
"Depois da atualização extrato ficou mais simples. Consegui consultar limite, mas depois apareceu erro em chat. Recebi erro enquanto tentava consultar limite. probelma bugou vcs",2,Suporte,"[('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('extrato', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('consultar', 'VERB'), ('limite', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('chat', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('probelma', 'NOUN'), ('bugou', 'VERB'), ('vcs', 'NOUN')]"
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e API travou duas vezes. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava consultar saldo.,8,Geral,"[('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('API', 'PROPN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('API', 'PROPN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('.', 'PUNCT')]"
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. msg,8,Produto,"[('O', 'DET'), ('carregamento', 'NOUN'), ('dos', 'ADP'), ('relatórios', 'NOUN'), ('demorou', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('limite', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('msg', 'NOUN')]"
Recebi erro enquanto tentava consultar saldo. Depois da atualização performance ficou mais simples. Tentei consultar saldo e performance travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. performance demorou para responder.,2,Suporte,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('performance', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('Tentei', 'VERB'), ('consultar', 'VERB'), ('saldo', 'NOUN'), ('e', 'CCONJ'), ('performance', 'NOUN'), ('travou', 'VERB'), ('duas', 'NUM'), ('vezes', 'NOUN'), ('.', 'PUNCT'), ('Precisei', 'VERB'), ('repetir', 'VERB'), ('algumas', 'DET'), ('etapas', 'NOUN'), ('para', 'SCONJ'), ('concluir', 'VERB'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('performance', 'NOUN'), ('demorou', 'VERB'), ('para', 'SCONJ'), ('responder', 'VERB'), ('.', 'PUNCT')]"
Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. Depois da atualização relatórios ficou mais simples.,10,Suporte,"[('Recebi', 'VERB'), ('erro', 'ADJ'), ('enquanto', 'ADV'), ('tentava', 'VERB'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('relatórios', 'ADJ'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT')]"
"Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. msg vcs",3,Geral,"[('Depois', 'ADV'), ('da', 'ADP'), ('atualização', 'NOUN'), ('login', 'NOUN'), ('ficou', 'VERB'), ('mais', 'ADV'), ('simples', 'ADJ'), ('.', 'PUNCT'), ('O', 'DET'), ('suporte', 'NOUN'), ('pediu', 'VERB'), ('novamente', 'ADV'), ('as', 'DET'), ('mesmas', 'ADJ'), ('informações', 'NOUN'), ('.', 'PUNCT'), ('Consegui', 'PROPN'), ('acompanhar', 'VERB'), ('pagamento', 'NOUN'), (',', 'PUNCT'), ('mas', 'CCONJ'), ('depois', 'ADV'), ('apareceu', 'VERB'), ('erro', 'NOUN'), ('em', 'ADP'), ('pagamentos', 'NOUN'), ('.', 'PUNCT'), ('O', 'DET'), ('atendimento', 'NOUN'), ('resolveu', 'VERB'), ('rápido', 'ADV'), ('a', 'DET'), ('solicitação', 'NOUN'), ('.', 'PUNCT'), ('msg', 'NOUN'), ('vcs', 'PROPN')]"
Ok.,5,Suporte,"[('Ok', 'INTJ'), ('.', 'PUNCT')]"
