comentario,nota,responsavel,comentario_original,is_noise,comentario_filtrado
"Consegui atualizar cadastro, mas depois apareceu erro em login. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas.",5,Geral,"Consegui atualizar cadastro, mas depois apareceu erro em login. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas.",False,"Consegui atualizar cadastro, mas depois apareceu erro em login. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas."
"Consegui atualizar cadastro, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.",0,Serviços,"Consegui atualizar cadastro, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.",False,"Consegui atualizar cadastro, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples."
performance demorou para responder. O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações.,5,Suporte,performance demorou para responder. O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações.,False,performance demorou para responder. O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações.
"Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e integração travou duas vezes. Depois da atualização integração ficou mais simples. probelma travano",3,Produto,"Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e integração travou duas vezes. Depois da atualização integração ficou mais simples. probelma travano",False,"Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e integração travou duas vezes. Depois da atualização integração ficou mais simples. probelma travano"
Recebi erro enquanto tentava consultar limite. API demorou para responder. O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples.,10,Geral,Recebi erro enquanto tentava consultar limite. API demorou para responder. O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples.,False,Recebi erro enquanto tentava consultar limite. API demorou para responder. O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples.
"relatórios demorou para responder. Tentei acompanhar pagamento e relatórios travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. sitema",0,Pós-venda,"relatórios demorou para responder. Tentei acompanhar pagamento e relatórios travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. sitema",False,"relatórios demorou para responder. Tentei acompanhar pagamento e relatórios travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. sitema"
Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. extrato demorou para responder. O suporte pediu novamente as mesmas informações.,3,Suporte,Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. extrato demorou para responder. O suporte pediu novamente as mesmas informações.,False,Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. extrato demorou para responder. O suporte pediu novamente as mesmas informações.
pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs,9,Suporte,pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs,False,pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e extrato travou duas vezes.",2,Serviços,"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e extrato travou duas vezes.",False,"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e extrato travou duas vezes."
"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em notificações.",1,Serviços,"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em notificações.",False,"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em notificações."
O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.,4,Suporte,O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.,False,O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.
usabilidade demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,7,Suporte,usabilidade demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,False,usabilidade demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.
Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,0,Produto,Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,False,Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.
As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e login travou duas vezes. login demorou para responder. demoro naum,3,Serviços,As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e login travou duas vezes. login demorou para responder. demoro naum,False,As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e login travou duas vezes. login demorou para responder. demoro naum
Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. cadastro demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,8,Serviços,Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. cadastro demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,False,Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. cadastro demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.
Ok.,8,Produto,Ok.,True,
"Tentei consultar limite e integração travou duas vezes. Consegui consultar limite, mas depois apareceu erro em usabilidade.",1,Suporte,"Tentei consultar limite e integração travou duas vezes. Consegui consultar limite, mas depois apareceu erro em usabilidade.",False,"Tentei consultar limite e integração travou duas vezes. Consegui consultar limite, mas depois apareceu erro em usabilidade."
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,8,Produto,O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,False,O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e dashboard travou duas vezes.",3,Produto,"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e dashboard travou duas vezes.",False,"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e dashboard travou duas vezes."
"Depois da atualização extrato ficou mais simples. extrato demorou para responder. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em cartão virtual.",10,Serviços,"Depois da atualização extrato ficou mais simples. extrato demorou para responder. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em cartão virtual.",False,"Depois da atualização extrato ficou mais simples. extrato demorou para responder. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em cartão virtual."
"Depois da atualização performance ficou mais simples. performance demorou para responder. Consegui emitir boleto, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. ploblema qdo",2,Serviços,"Depois da atualização performance ficou mais simples. performance demorou para responder. Consegui emitir boleto, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. ploblema qdo",False,"Depois da atualização performance ficou mais simples. performance demorou para responder. Consegui emitir boleto, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. ploblema qdo"
"Consegui consultar saldo, mas depois apareceu erro em integração. Tentei consultar saldo e performance travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples.",3,Produto,"Consegui consultar saldo, mas depois apareceu erro em integração. Tentei consultar saldo e performance travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples.",False,"Consegui consultar saldo, mas depois apareceu erro em integração. Tentei consultar saldo e performance travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples."
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Depois da atualização cadastro ficou mais simples.",9,Serviços,"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Depois da atualização cadastro ficou mais simples.",False,"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Depois da atualização cadastro ficou mais simples."
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em login. chat demorou para responder. atendimnto platafroma vcs",6,Suporte,"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em login. chat demorou para responder. atendimnto platafroma vcs",False,"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em login. chat demorou para responder. atendimnto platafroma vcs"
"Consegui integrar sistema, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei integrar sistema e login travou duas vezes.",4,Suporte,"Consegui integrar sistema, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei integrar sistema e login travou duas vezes.",False,"Consegui integrar sistema, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei integrar sistema e login travou duas vezes."
chat demorou para responder. O atendimento resolveu rápido a solicitação.,10,Geral,chat demorou para responder. O atendimento resolveu rápido a solicitação.,False,chat demorou para responder. O atendimento resolveu rápido a solicitação.
"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. Tentei acompanhar pagamento e integração travou duas vezes. O atendimento resolveu rápido a solicitação. platafroma naum",6,Pós-venda,"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. Tentei acompanhar pagamento e integração travou duas vezes. O atendimento resolveu rápido a solicitação. platafroma naum",False,"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. Tentei acompanhar pagamento e integração travou duas vezes. O atendimento resolveu rápido a solicitação. platafroma naum"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. msg,9,Produto,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. msg,False,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. msg
O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. extrato demorou para responder. naum,0,Suporte,O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. extrato demorou para responder. naum,False,O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. extrato demorou para responder. naum
Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,0,Pós-venda,Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,False,Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.
"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Tentei atualizar cadastro e login travou duas vezes. vcs ploblema probelma",1,Suporte,"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Tentei atualizar cadastro e login travou duas vezes. vcs ploblema probelma",False,"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Tentei atualizar cadastro e login travou duas vezes. vcs ploblema probelma"
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Depois da atualização usabilidade ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,9,Suporte,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Depois da atualização usabilidade ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,False,O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Depois da atualização usabilidade ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. msg platafroma,4,Produto,O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. msg platafroma,False,O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. msg platafroma
"Tentei fazer transferência e login travou duas vezes. login demorou para responder. Consegui fazer transferência, mas depois apareceu erro em API.",10,Serviços,"Tentei fazer transferência e login travou duas vezes. login demorou para responder. Consegui fazer transferência, mas depois apareceu erro em API.",False,"Tentei fazer transferência e login travou duas vezes. login demorou para responder. Consegui fazer transferência, mas depois apareceu erro em API."
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir.,5,Suporte,O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir.,False,O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir.
"Tentei fazer transferência e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. vcs msg probelma",4,Serviços,"Tentei fazer transferência e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. vcs msg probelma",False,"Tentei fazer transferência e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. vcs msg probelma"
Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e pagamentos travou duas vezes. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.,7,Produto,Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e pagamentos travou duas vezes. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.,False,Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e pagamentos travou duas vezes. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.
O suporte pediu novamente as mesmas informações. extrato demorou para responder. Tentei atualizar cadastro e extrato travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. bugou naum,7,Produto,O suporte pediu novamente as mesmas informações. extrato demorou para responder. Tentei atualizar cadastro e extrato travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. bugou naum,False,O suporte pediu novamente as mesmas informações. extrato demorou para responder. Tentei atualizar cadastro e extrato travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. bugou naum
"Depois da atualização cartão virtual ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. qdo probelma",8,Suporte,"Depois da atualização cartão virtual ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. qdo probelma",False,"Depois da atualização cartão virtual ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. qdo probelma"
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e login travou duas vezes.,1,Pós-venda,As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e login travou duas vezes.,False,As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e login travou duas vezes.
Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. demoro msg atendimnto,9,Suporte,Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. demoro msg atendimnto,False,Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. demoro msg atendimnto
"Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em chat. cadastro demorou para responder. probelma",6,Geral,"Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em chat. cadastro demorou para responder. probelma",False,"Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em chat. cadastro demorou para responder. probelma"
Normal.,4,Suporte,Normal.,True,
Tentei emitir boleto e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.,1,Produto,Tentei emitir boleto e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.,False,Tentei emitir boleto e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.
O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Tentei consultar saldo e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. demoro,10,Suporte,O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Tentei consultar saldo e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. demoro,False,O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Tentei consultar saldo e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. demoro
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,0,Serviços,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,False,O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas.,0,Suporte,O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas.,False,O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas.
"Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",7,Serviços,"Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",False,"Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O carregamento dos relatórios demorou. As notificações chegaram atrasadas."
"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em usabilidade. bugou",4,Produto,"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em usabilidade. bugou",False,"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em usabilidade. bugou"
Recebi erro enquanto tentava consultar limite. Tentei consultar limite e API travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. platafroma atendimnto,9,Suporte,Recebi erro enquanto tentava consultar limite. Tentei consultar limite e API travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. platafroma atendimnto,False,Recebi erro enquanto tentava consultar limite. Tentei consultar limite e API travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. platafroma atendimnto
"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em login. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e relatórios travou duas vezes. demoro sitema atendimnto",1,Suporte,"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em login. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e relatórios travou duas vezes. demoro sitema atendimnto",False,"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em login. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e relatórios travou duas vezes. demoro sitema atendimnto"
"O suporte pediu novamente as mesmas informações. Tentei consultar saldo e notificações travou duas vezes. O carregamento dos relatórios demorou. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. sitema platafroma demoro",1,Suporte,"O suporte pediu novamente as mesmas informações. Tentei consultar saldo e notificações travou duas vezes. O carregamento dos relatórios demorou. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. sitema platafroma demoro",False,"O suporte pediu novamente as mesmas informações. Tentei consultar saldo e notificações travou duas vezes. O carregamento dos relatórios demorou. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. sitema platafroma demoro"
"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Tentei atualizar cadastro e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples.",8,Suporte,"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Tentei atualizar cadastro e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples.",False,"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Tentei atualizar cadastro e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples."
Recebi erro enquanto tentava baixar relatório. Depois da atualização limite ficou mais simples.,0,Suporte,Recebi erro enquanto tentava baixar relatório. Depois da atualização limite ficou mais simples.,False,Recebi erro enquanto tentava baixar relatório. Depois da atualização limite ficou mais simples.
"Consegui atualizar cadastro, mas depois apareceu erro em chat. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. platafroma",3,Pós-venda,"Consegui atualizar cadastro, mas depois apareceu erro em chat. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. platafroma",False,"Consegui atualizar cadastro, mas depois apareceu erro em chat. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. platafroma"
Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. atendimnto demoro,6,Suporte,Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. atendimnto demoro,False,Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. atendimnto demoro
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,4,Produto,As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,False,As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.
Nada a declarar.,10,Produto,Nada a declarar.,True,
Precisei repetir algumas etapas para concluir. login demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,5,Serviços,Precisei repetir algumas etapas para concluir. login demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,False,Precisei repetir algumas etapas para concluir. login demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.
