comentario,nota,responsavel,comentario_stem_porter
O atendimento resolveu rápido a solicitação. API demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. probelma,7,Geral,o atendimento resolveu rapido a solicitacao api demor para respond o suport pediu novament as mesma informaco as notificaco chegaram atrasada precisei repetir alguma etapa para concluir probelma
O suporte pediu novamente as mesmas informações. Depois da atualização login ficou mais simples. login demorou para responder. sitema,5,Serviços,o suport pediu novament as mesma informaco depoi da atualizacao login ficou mai simpl login demor para respond sitema
integração demorou para responder. Depois da atualização integração ficou mais simples. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,1,Produto,integracao demor para respond depoi da atualizacao integracao ficou mai simpl as notificaco chegaram atrasada o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Depois da atualização cadastro ficou mais simples.",2,Suporte,precisei repetir alguma etapa para concluir consegui fazer transferencia ma depoi apareceu erro em dashboard as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava fazer transferencia depoi da atualizacao cadastro ficou mai simpl
"login demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.",10,Produto,login demor para respond consegui consultar saldo ma depoi apareceu erro em limit o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor
Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas.,8,Suporte,recebi erro enquanto tentava acompanhar pagamento as notificaco chegaram atrasada
Nada a declarar.,10,Serviços,nada a declarar
Depois da atualização performance ficou mais simples. Tentei integrar sistema e performance travou duas vezes.,4,Suporte,depoi da atualizacao perform ficou mai simpl tentei integrar sistema e perform travou dua veze
"Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em pagamentos. O carregamento dos relatórios demorou. integração demorou para responder. Depois da atualização integração ficou mais simples. bugou sitema",8,Produto,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada consegui atualizar cadastro ma depoi apareceu erro em pagamento o carregamento do relatorio demor integracao demor para respond depoi da atualizacao integracao ficou mai simpl bugou sitema
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava integrar sistema. O suporte pediu novamente as mesmas informações. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder. Precisei repetir algumas etapas para concluir. msg,1,Suporte,o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava integrar sistema o suport pediu novament as mesma informaco depoi da atualizacao usabilidad ficou mai simpl usabilidad demor para respond precisei repetir alguma etapa para concluir msg
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. demoro,9,Geral,o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento demoro
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,10,Produto,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Tentei consultar limite e onboarding travou duas vezes.,10,Produto,as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao tentei consultar limit e onboard travou dua veze
"limite demorou para responder. Consegui baixar relatório, mas depois apareceu erro em notificações. O suporte pediu novamente as mesmas informações. platafroma naum bugou",0,Produto,limit demor para respond consegui baixar relatorio ma depoi apareceu erro em notificaco o suport pediu novament as mesma informaco platafroma naum bugou
O carregamento dos relatórios demorou. Recebi erro enquanto tentava fazer transferência. notificações demorou para responder.,0,Geral,o carregamento do relatorio demor recebi erro enquanto tentava fazer transferencia notificaco demor para respond
O suporte pediu novamente as mesmas informações. Depois da atualização cadastro ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,8,Produto,o suport pediu novament as mesma informaco depoi da atualizacao cadastro ficou mai simpl o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento
"Depois da atualização extrato ficou mais simples. Consegui consultar limite, mas depois apareceu erro em chat. Recebi erro enquanto tentava consultar limite. probelma bugou vcs",2,Suporte,depoi da atualizacao extrato ficou mai simpl consegui consultar limit ma depoi apareceu erro em chat recebi erro enquanto tentava consultar limit probelma bugou vc
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei consultar saldo e API travou duas vezes. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava consultar saldo.,8,Geral,o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco tentei consultar saldo e api travou dua veze depoi da atualizacao api ficou mai simpl recebi erro enquanto tentava consultar saldo
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. msg,8,Produto,o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava consultar limit precisei repetir alguma etapa para concluir msg
Recebi erro enquanto tentava consultar saldo. Depois da atualização performance ficou mais simples. Tentei consultar saldo e performance travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. performance demorou para responder.,2,Suporte,recebi erro enquanto tentava consultar saldo depoi da atualizacao perform ficou mai simpl tentei consultar saldo e perform travou dua veze precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco perform demor para respond
Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. Depois da atualização relatórios ficou mais simples.,10,Suporte,recebi erro enquanto tentava acompanhar pagamento o suport pediu novament as mesma informaco depoi da atualizacao relatorio ficou mai simpl
"Depois da atualização login ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. msg vcs",3,Geral,depoi da atualizacao login ficou mai simpl o suport pediu novament as mesma informaco consegui acompanhar pagamento ma depoi apareceu erro em pagamento o atendimento resolveu rapido a solicitacao msg vc
Ok.,5,Suporte,ok
"Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em dashboard. Precisei repetir algumas etapas para concluir. Depois da atualização login ficou mais simples. bugou platafroma",4,Geral,recebi erro enquanto tentava consultar saldo consegui consultar saldo ma depoi apareceu erro em dashboard precisei repetir alguma etapa para concluir depoi da atualizacao login ficou mai simpl bugou platafroma
Sem opinião.,2,Produto,sem opiniao
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. Tentei acompanhar pagamento e API travou duas vezes.,2,Serviços,o atendimento resolveu rapido a solicitacao as notificaco chegaram atrasada depoi da atualizacao api ficou mai simpl recebi erro enquanto tentava acompanhar pagamento precisei repetir alguma etapa para concluir tentei acompanhar pagamento e api travou dua veze
"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.",1,Geral,depoi da atualizacao integracao ficou mai simpl precisei repetir alguma etapa para concluir as notificaco chegaram atrasada consegui baixar relatorio ma depoi apareceu erro em usabilidad o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor
"Consegui emitir boleto, mas depois apareceu erro em cadastro. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto.",3,Geral,consegui emitir boleto ma depoi apareceu erro em cadastro o carregamento do relatorio demor recebi erro enquanto tentava emitir boleto
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,9,Produto,o suport pediu novament as mesma informaco o carregamento do relatorio demor
"As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em extrato.",5,Suporte,as notificaco chegaram atrasada o carregamento do relatorio demor recebi erro enquanto tentava integrar sistema o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir consegui integrar sistema ma depoi apareceu erro em extrato
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. travano vcs atendimnto,1,Suporte,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor travano vc atendimnto
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em notificações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava emitir boleto. Tentei emitir boleto e chat travou duas vezes. ploblema demoro",5,Geral,o atendimento resolveu rapido a solicitacao consegui emitir boleto ma depoi apareceu erro em notificaco as notificaco chegaram atrasada precisei repetir alguma etapa para concluir recebi erro enquanto tentava emitir boleto tentei emitir boleto e chat travou dua veze ploblema demoro
"Tentei integrar sistema e limite travou duas vezes. As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em dashboard. O suporte pediu novamente as mesmas informações. platafroma qdo",3,Suporte,tentei integrar sistema e limit travou dua veze as notificaco chegaram atrasada consegui integrar sistema ma depoi apareceu erro em dashboard o suport pediu novament as mesma informaco platafroma qdo
Depois da atualização cadastro ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. atendimnto bugou travano,0,Suporte,depoi da atualizacao cadastro ficou mai simpl o carregamento do relatorio demor o suport pediu novament as mesma informaco atendimnto bugou travano
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. Consegui consultar saldo, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação.",3,Serviços,o carregamento do relatorio demor as notificaco chegaram atrasada depoi da atualizacao pagamento ficou mai simpl consegui consultar saldo ma depoi apareceu erro em usabilidad o atendimento resolveu rapido a solicitacao
Tentei fazer transferência e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,8,Geral,tentei fazer transferencia e chat travou dua veze precisei repetir alguma etapa para concluir
Regular.,10,Suporte,regular
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto.,9,Suporte,o suport pediu novament as mesma informaco as notificaco chegaram atrasada recebi erro enquanto tentava emitir boleto
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,7,Produto,o suport pediu novament as mesma informaco o carregamento do relatorio demor
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização pagamentos ficou mais simples. demoro naum,8,Produto,o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir depoi da atualizacao pagamento ficou mai simpl demoro naum
"Tentei baixar relatório e login travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em dashboard. O carregamento dos relatórios demorou. Recebi erro enquanto tentava baixar relatório. login demorou para responder.",1,Produto,tentei baixar relatorio e login travou dua veze consegui baixar relatorio ma depoi apareceu erro em dashboard o carregamento do relatorio demor recebi erro enquanto tentava baixar relatorio login demor para respond
"Consegui consultar saldo, mas depois apareceu erro em integração. notificações demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",4,Suporte,consegui consultar saldo ma depoi apareceu erro em integracao notificaco demor para respond o suport pediu novament as mesma informaco as notificaco chegaram atrasada precisei repetir alguma etapa para concluir
"Tentei atualizar cadastro e onboarding travou duas vezes. Consegui atualizar cadastro, mas depois apareceu erro em limite. Precisei repetir algumas etapas para concluir. onboarding demorou para responder. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações.",9,Serviços,tentei atualizar cadastro e onboard travou dua veze consegui atualizar cadastro ma depoi apareceu erro em limit precisei repetir alguma etapa para concluir onboard demor para respond recebi erro enquanto tentava atualizar cadastro o suport pediu novament as mesma informaco
"As notificações chegaram atrasadas. usabilidade demorou para responder. O suporte pediu novamente as mesmas informações. Consegui fazer transferência, mas depois apareceu erro em performance. vcs bugou probelma",7,Geral,as notificaco chegaram atrasada usabilidad demor para respond o suport pediu novament as mesma informaco consegui fazer transferencia ma depoi apareceu erro em perform vc bugou probelma
Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,8,Suporte,recebi erro enquanto tentava fazer transferencia o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório. Depois da atualização dashboard ficou mais simples. Tentei baixar relatório e dashboard travou duas vezes. probelma platafroma,1,Geral,precisei repetir alguma etapa para concluir recebi erro enquanto tentava baixar relatorio depoi da atualizacao dashboard ficou mai simpl tentei baixar relatorio e dashboard travou dua veze probelma platafroma
"Tentei baixar relatório e cartão virtual travou duas vezes. O atendimento resolveu rápido a solicitação. Consegui baixar relatório, mas depois apareceu erro em integração. Depois da atualização cartão virtual ficou mais simples. travano",2,Suporte,tentei baixar relatorio e cartao virtual travou dua veze o atendimento resolveu rapido a solicitacao consegui baixar relatorio ma depoi apareceu erro em integracao depoi da atualizacao cartao virtual ficou mai simpl travano
Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir.,3,Serviços,recebi erro enquanto tentava atualizar cadastro precisei repetir alguma etapa para concluir
"Recebi erro enquanto tentava consultar saldo. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. atendimnto",0,Pós-venda,recebi erro enquanto tentava consultar saldo consegui consultar saldo ma depoi apareceu erro em cartao virtual as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco atendimnto
Regular.,2,Geral,regular
"Consegui acompanhar pagamento, mas depois apareceu erro em limite. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. vcs bugou",10,Suporte,consegui acompanhar pagamento ma depoi apareceu erro em limit o carregamento do relatorio demor o suport pediu novament as mesma informaco o atendimento resolveu rapido a solicitacao vc bugou
extrato demorou para responder. As notificações chegaram atrasadas. Recebi erro enquanto tentava atualizar cadastro. O suporte pediu novamente as mesmas informações. atendimnto probelma,1,Geral,extrato demor para respond as notificaco chegaram atrasada recebi erro enquanto tentava atualizar cadastro o suport pediu novament as mesma informaco atendimnto probelma
O atendimento resolveu rápido a solicitação. Tentei fazer transferência e API travou duas vezes. Recebi erro enquanto tentava fazer transferência. API demorou para responder. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,5,Produto,o atendimento resolveu rapido a solicitacao tentei fazer transferencia e api travou dua veze recebi erro enquanto tentava fazer transferencia api demor para respond o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir
"O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Consegui acompanhar pagamento, mas depois apareceu erro em API. As notificações chegaram atrasadas. bugou",0,Serviços,o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao consegui acompanhar pagamento ma depoi apareceu erro em api as notificaco chegaram atrasada bugou
"O carregamento dos relatórios demorou. Tentei fazer transferência e cadastro travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em extrato. cadastro demorou para responder. bugou travano",10,Suporte,o carregamento do relatorio demor tentei fazer transferencia e cadastro travou dua veze o atendimento resolveu rapido a solicitacao precisei repetir alguma etapa para concluir consegui fazer transferencia ma depoi apareceu erro em extrato cadastro demor para respond bugou travano
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,9,Produto,o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco o carregamento do relatorio demor
"O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples. Consegui baixar relatório, mas depois apareceu erro em usabilidade. probelma qdo ploblema",4,Produto,o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir o carregamento do relatorio demor depoi da atualizacao limit ficou mai simpl consegui baixar relatorio ma depoi apareceu erro em usabilidad probelma qdo ploblema
Ok.,0,Produto,ok
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. usabilidade demorou para responder. O atendimento resolveu rápido a solicitação.,8,Produto,o carregamento do relatorio demor as notificaco chegaram atrasada usabilidad demor para respond o atendimento resolveu rapido a solicitacao
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Tentei acompanhar pagamento e limite travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização limite ficou mais simples. ploblema,5,Produto,o atendimento resolveu rapido a solicitacao o suport pediu novament as mesma informaco as notificaco chegaram atrasada tentei acompanhar pagamento e limit travou dua veze o carregamento do relatorio demor depoi da atualizacao limit ficou mai simpl ploblema
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei integrar sistema e pagamentos travou duas vezes. qdo demoro,2,Suporte,precisei repetir alguma etapa para concluir as notificaco chegaram atrasada tentei integrar sistema e pagamento travou dua veze qdo demoro
Depois da atualização onboarding ficou mais simples. Tentei fazer transferência e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. atendimnto,9,Geral,depoi da atualizacao onboard ficou mai simpl tentei fazer transferencia e onboard travou dua veze precisei repetir alguma etapa para concluir o suport pediu novament as mesma informaco atendimnto
"Tentei emitir boleto e pagamentos travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em notificações. pagamentos demorou para responder. Depois da atualização pagamentos ficou mais simples. Precisei repetir algumas etapas para concluir.",1,Serviços,tentei emitir boleto e pagamento travou dua veze consegui emitir boleto ma depoi apareceu erro em notificaco pagamento demor para respond depoi da atualizacao pagamento ficou mai simpl precisei repetir alguma etapa para concluir
Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,10,Suporte,precisei repetir alguma etapa para concluir o carregamento do relatorio demor o suport pediu novament as mesma informaco
"Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização extrato ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Consegui acompanhar pagamento, mas depois apareceu erro em API.",7,Pós-venda,recebi erro enquanto tentava acompanhar pagamento depoi da atualizacao extrato ficou mai simpl o suport pediu novament as mesma informaco o carregamento do relatorio demor consegui acompanhar pagamento ma depoi apareceu erro em api
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema. performance demorou para responder. Consegui integrar sistema, mas depois apareceu erro em extrato. O atendimento resolveu rápido a solicitação. platafroma",4,Produto,o carregamento do relatorio demor recebi erro enquanto tentava integrar sistema perform demor para respond consegui integrar sistema ma depoi apareceu erro em extrato o atendimento resolveu rapido a solicitacao platafroma
"Recebi erro enquanto tentava fazer transferência. O carregamento dos relatórios demorou. Consegui fazer transferência, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.",4,Serviços,recebi erro enquanto tentava fazer transferencia o carregamento do relatorio demor consegui fazer transferencia ma depoi apareceu erro em cadastro precisei repetir alguma etapa para concluir as notificaco chegaram atrasada
Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite.,0,Suporte,depoi da atualizacao chat ficou mai simpl as notificaco chegaram atrasada recebi erro enquanto tentava consultar limit
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. vcs bugou,4,Geral,o suport pediu novament as mesma informaco as notificaco chegaram atrasada vc bugou
Tentei consultar saldo e dashboard travou duas vezes. dashboard demorou para responder. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.,6,Suporte,tentei consultar saldo e dashboard travou dua veze dashboard demor para respond o carregamento do relatorio demor o suport pediu novament as mesma informaco
"O atendimento resolveu rápido a solicitação. pagamentos demorou para responder. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em cadastro. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.",7,Suporte,o atendimento resolveu rapido a solicitacao pagamento demor para respond o carregamento do relatorio demor consegui integrar sistema ma depoi apareceu erro em cadastro as notificaco chegaram atrasada precisei repetir alguma etapa para concluir
"Consegui atualizar cadastro, mas depois apareceu erro em performance. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir.",3,Suporte,consegui atualizar cadastro ma depoi apareceu erro em perform depoi da atualizacao extrato ficou mai simpl precisei repetir alguma etapa para concluir
notificações demorou para responder. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação. Tentei consultar limite e notificações travou duas vezes. As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. platafroma,7,Suporte,notificaco demor para respond recebi erro enquanto tentava consultar limit o atendimento resolveu rapido a solicitacao tentei consultar limit e notificaco travou dua veze as notificaco chegaram atrasada depoi da atualizacao notificaco ficou mai simpl platafroma
Nada a declarar.,2,Produto,nada a declarar
"As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Consegui consultar limite, mas depois apareceu erro em relatórios. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples. Tentei consultar limite e performance travou duas vezes. platafroma probelma",10,Geral,as notificaco chegaram atrasada o atendimento resolveu rapido a solicitacao consegui consultar limit ma depoi apareceu erro em relatorio precisei repetir alguma etapa para concluir depoi da atualizacao perform ficou mai simpl tentei consultar limit e perform travou dua veze platafroma probelma
O carregamento dos relatórios demorou. Depois da atualização login ficou mais simples. demoro atendimnto qdo,0,Suporte,o carregamento do relatorio demor depoi da atualizacao login ficou mai simpl demoro atendimnto qdo
limite demorou para responder. Depois da atualização limite ficou mais simples.,3,Produto,limit demor para respond depoi da atualizacao limit ficou mai simpl
performance demorou para responder. Depois da atualização performance ficou mais simples.,4,Geral,perform demor para respond depoi da atualizacao perform ficou mai simpl
usabilidade demorou para responder. As notificações chegaram atrasadas. Tentei consultar saldo e usabilidade travou duas vezes. Depois da atualização usabilidade ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,9,Pós-venda,usabilidad demor para respond as notificaco chegaram atrasada tentei consultar saldo e usabilidad travou dua veze depoi da atualizacao usabilidad ficou mai simpl o suport pediu novament as mesma informaco o carregamento do relatorio demor
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. demoro,8,Suporte,o carregamento do relatorio demor o suport pediu novament as mesma informaco demoro
"Consegui fazer transferência, mas depois apareceu erro em login. Recebi erro enquanto tentava fazer transferência. O atendimento resolveu rápido a solicitação.",5,Pós-venda,consegui fazer transferencia ma depoi apareceu erro em login recebi erro enquanto tentava fazer transferencia o atendimento resolveu rapido a solicitacao
O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples. Tentei emitir boleto e limite travou duas vezes. Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. naum bugou qdo,9,Geral,o atendimento resolveu rapido a solicitacao depoi da atualizacao limit ficou mai simpl tentei emitir boleto e limit travou dua veze recebi erro enquanto tentava emitir boleto as notificaco chegaram atrasada naum bugou qdo
Tentei baixar relatório e pagamentos travou duas vezes. pagamentos demorou para responder. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,0,Geral,tentei baixar relatorio e pagamento travou dua veze pagamento demor para respond o suport pediu novament as mesma informaco precisei repetir alguma etapa para concluir
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Depois da atualização cadastro ficou mais simples. cadastro demorou para responder. As notificações chegaram atrasadas.,0,Pós-venda,o atendimento resolveu rapido a solicitacao o carregamento do relatorio demor depoi da atualizacao cadastro ficou mai simpl cadastro demor para respond as notificaco chegaram atrasada
O atendimento resolveu rápido a solicitação. Tentei emitir boleto e chat travou duas vezes. O suporte pediu novamente as mesmas informações. Depois da atualização chat ficou mais simples.,0,Produto,o atendimento resolveu rapido a solicitacao tentei emitir boleto e chat travou dua veze o suport pediu novament as mesma informaco depoi da atualizacao chat ficou mai simpl
Depois da atualização chat ficou mais simples. chat demorou para responder. As notificações chegaram atrasadas.,3,Produto,depoi da atualizacao chat ficou mai simpl chat demor para respond as notificaco chegaram atrasada
"Consegui consultar saldo, mas depois apareceu erro em API. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",1,Suporte,consegui consultar saldo ma depoi apareceu erro em api o carregamento do relatorio demor o suport pediu novament as mesma informaco as notificaco chegaram atrasada
Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. ploblema,10,Geral,depoi da atualizacao pagamento ficou mai simpl as notificaco chegaram atrasada ploblema
"As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei emitir boleto e usabilidade travou duas vezes. Consegui emitir boleto, mas depois apareceu erro em pagamentos.",3,Serviços,as notificaco chegaram atrasada depoi da atualizacao usabilidad ficou mai simpl o suport pediu novament as mesma informaco tentei emitir boleto e usabilidad travou dua veze consegui emitir boleto ma depoi apareceu erro em pagamento
O atendimento resolveu rápido a solicitação. Depois da atualização cartão virtual ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei integrar sistema e cartão virtual travou duas vezes. Precisei repetir algumas etapas para concluir. sitema platafroma msg,10,Serviços,o atendimento resolveu rapido a solicitacao depoi da atualizacao cartao virtual ficou mai simpl o suport pediu novament as mesma informaco o carregamento do relatorio demor tentei integrar sistema e cartao virtual travou dua veze precisei repetir alguma etapa para concluir sitema platafroma msg
"Depois da atualização relatórios ficou mais simples. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em limite. Precisei repetir algumas etapas para concluir. ploblema",4,Pós-venda,depoi da atualizacao relatorio ficou mai simpl o carregamento do relatorio demor o atendimento resolveu rapido a solicitacao recebi erro enquanto tentava acompanhar pagamento consegui acompanhar pagamento ma depoi apareceu erro em limit precisei repetir alguma etapa para concluir ploblema
"Consegui fazer transferência, mas depois apareceu erro em extrato. Depois da atualização pagamentos ficou mais simples. Tentei fazer transferência e pagamentos travou duas vezes. pagamentos demorou para responder.",1,Produto,consegui fazer transferencia ma depoi apareceu erro em extrato depoi da atualizacao pagamento ficou mai simpl tentei fazer transferencia e pagamento travou dua veze pagamento demor para respond
O carregamento dos relatórios demorou. Depois da atualização notificações ficou mais simples. msg sitema demoro,7,Suporte,o carregamento do relatorio demor depoi da atualizacao notificaco ficou mai simpl msg sitema demoro
"Depois da atualização integração ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em usabilidade. O atendimento resolveu rápido a solicitação.",0,Suporte,depoi da atualizacao integracao ficou mai simpl consegui acompanhar pagamento ma depoi apareceu erro em usabilidad o atendimento resolveu rapido a solicitacao
"Consegui emitir boleto, mas depois apareceu erro em API. Tentei emitir boleto e limite travou duas vezes. O carregamento dos relatórios demorou.",5,Suporte,consegui emitir boleto ma depoi apareceu erro em api tentei emitir boleto e limit travou dua veze o carregamento do relatorio demor
"Consegui emitir boleto, mas depois apareceu erro em extrato. chat demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava emitir boleto. sitema qdo",10,Produto,consegui emitir boleto ma depoi apareceu erro em extrato chat demor para respond o suport pediu novament as mesma informaco recebi erro enquanto tentava emitir boleto sitema qdo
