comentario,nota,responsavel,comentario_lemma
Tentei consultar limite e dashboard travou duas vezes. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir.,8,Suporte,Tentei consultar limite e dashboard travar dois vez . o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar limite . Precisei repetir algum etapa para concluir .
API demorou para responder. O atendimento resolveu rápido a solicitação. ploblema atendimnto msg,9,Serviços,API demorar para responder . o atendimento resolver rápido o solicitação . ploblema atendimnto msg
Recebi erro enquanto tentava integrar sistema. chat demorou para responder. As notificações chegaram atrasadas. bugou naum sitema,7,Serviços,Recebi erro enquanto tentar integrar sistema . chat demorar para responder . o notificação chegar atrasado . bugar naum sitema
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. onboarding demorou para responder. Tentei atualizar cadastro e onboarding travou duas vezes. naum demoro ploblema,7,Suporte,o suporte pedir novamente o mesmo informação . precisei repetir algum etapa para concluir . onboarding demorar para responder . Tentei atualizar cadastro e onboarding travar dois vez . naum demoro ploblema
Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. dashboard demorou para responder. O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.,5,Serviços,Recebi erro enquanto tentar consultar saldo . o carregamento de o relatório demorar . o notificação chegar atrasado . dashboard demorar para responder . o atendimento resolver rápido o solicitação . depois de o atualização dashboard ficar mais simples .
Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. cartão virtual demorou para responder. platafroma qdo atendimnto,4,Suporte,precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . cartão virtual demorar para responder . platafroma qdo atendimnto
Tudo certo.,6,Serviços,tudo certo .
Depois da atualização pagamentos ficou mais simples. Tentei consultar limite e pagamentos travou duas vezes. msg sitema travano,6,Suporte,depois de o atualização pagamento ficar mais simples . Tentei consultar limite e pagamento travar dois vez . msg sitema travano
Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação.,3,Suporte,Recebi erro enquanto tentar integrar sistema . o atendimento resolver rápido o solicitação .
"Depois da atualização cadastro ficou mais simples. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em performance. Tentei emitir boleto e cadastro travou duas vezes. demoro qdo",1,Serviços,"depois de o atualização cadastro ficar mais simples . Recebi erro enquanto tentar emitir boleto . o atendimento resolver rápido o solicitação . conseguir emitir boleto , mas depois aparecer erro em performance . Tentei emitir boleto e cadastro travar dois vez . demoro qdo"
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Depois da atualização dashboard ficou mais simples. O carregamento dos relatórios demorou. dashboard demorou para responder. Tentei acompanhar pagamento e dashboard travou duas vezes.,2,Produto,o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . depois de o atualização dashboard ficar mais simples . o carregamento de o relatório demorar . dashboard demorar para responder . Tentei acompanhar pagamento e dashboard travar dois vez .
"Precisei repetir algumas etapas para concluir. Tentei integrar sistema e cadastro travou duas vezes. O atendimento resolveu rápido a solicitação. Depois da atualização cadastro ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em integração. vcs travano naum",5,Pós-venda,"precisei repetir algum etapa para concluir . Tentei integrar sistema e cadastro travar dois vez . o atendimento resolver rápido o solicitação . depois de o atualização cadastro ficar mais simples . Consegui integrar sistema , mas depois aparecer erro em integração . vcs travano naum"
"Consegui consultar limite, mas depois apareceu erro em pagamentos. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei consultar limite e performance travou duas vezes. O suporte pediu novamente as mesmas informações. bugou demoro",8,Serviços,"Consegui consultar limite , mas depois aparecer erro em pagamento . o notificação chegar atrasado . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . Tentei consultar limite e performance travar dois vez . o suporte pedir novamente o mesmo informação . bugar demoro"
Depois da atualização limite ficou mais simples. Tentei consultar saldo e limite travou duas vezes. limite demorou para responder. Recebi erro enquanto tentava consultar saldo.,10,Produto,depois de o atualização limite ficar mais simples . Tentei consultar saldo e limite travar dois vez . limite demorar para responder . Recebi erro enquanto tentar consultar saldo .
Tentei atualizar cadastro e dashboard travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. dashboard demorou para responder. atendimnto sitema platafroma,7,Serviços,Tentei atualizar cadastro e dashboard travar dois vez . Recebi erro enquanto tentar atualizar cadastro . dashboard demorar para responder . atendimnto sitema platafroma
"API demorou para responder. Consegui baixar relatório, mas depois apareceu erro em performance. As notificações chegaram atrasadas. msg",3,Suporte,"API demorar para responder . Consegui baixar relatório , mas depois aparecer erro em performance . o notificação chegar atrasado . msg"
"As notificações chegaram atrasadas. integração demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em API.",2,Geral,"o notificação chegar atrasado . integração demorar para responder . o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar consultar limite . Consegui consultar limite , mas depois aparecer erro em API ."
"Tentei integrar sistema e relatórios travou duas vezes. relatórios demorou para responder. Consegui integrar sistema, mas depois apareceu erro em onboarding.",2,Suporte,"Tentei integrar sistema e relatório travar dois vez . relatórios demorar para responder . Consegui integrar sistema , mas depois aparecer erro em onboarding ."
"Consegui consultar limite, mas depois apareceu erro em dashboard. Precisei repetir algumas etapas para concluir. login demorou para responder. O suporte pediu novamente as mesmas informações. Depois da atualização login ficou mais simples. O atendimento resolveu rápido a solicitação. platafroma travano",1,Suporte,"Consegui consultar limite , mas depois aparecer erro em dashboard . precisei repetir algum etapa para concluir . login demorar para responder . o suporte pedir novamente o mesmo informação . depois de o atualização login ficar mais simples . o atendimento resolver rápido o solicitação . platafroma travano"
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar saldo. usabilidade demorou para responder. As notificações chegaram atrasadas.,9,Suporte,o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . Recebi erro enquanto tentar consultar saldo . usabilidade demorar para responder . o notificação chegar atrasado .
Sem opinião.,6,Suporte,sem opinião .
"Consegui acompanhar pagamento, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e chat travou duas vezes. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir.",9,Produto,"Consegui acompanhar pagamento , mas depois aparecer erro em dashboard . Recebi erro enquanto tentar acompanhar pagamento . Tentei acompanhar pagamento e chat travar dois vez . depois de o atualização chat ficar mais simples . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir ."
API demorou para responder. Depois da atualização API ficou mais simples. O carregamento dos relatórios demorou.,3,Pós-venda,API demorar para responder . depois de o atualização API ficar mais simples . o carregamento de o relatório demorar .
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização performance ficou mais simples. Tentei consultar saldo e performance travou duas vezes. Consegui consultar saldo, mas depois apareceu erro em relatórios. atendimnto qdo probelma",1,Suporte,"o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . depois de o atualização performance ficar mais simples . Tentei consultar saldo e performance travar dois vez . Consegui consultar saldo , mas depois aparecer erro em relatório . atendimnto qdo probelma"
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. Tentei atualizar cadastro e extrato travou duas vezes.,0,Produto,o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar atualizar cadastro . Tentei atualizar cadastro e extrato travar dois vez .
As notificações chegaram atrasadas. Depois da atualização API ficou mais simples.,4,Geral,o notificação chegar atrasado . depois de o atualização API ficar mais simples .
Tentei integrar sistema e cartão virtual travou duas vezes. As notificações chegaram atrasadas. cartão virtual demorou para responder. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema.,2,Produto,Tentei integrar sistema e cartão virtual travar dois vez . o notificação chegar atrasado . cartão virtual demorar para responder . precisei repetir algum etapa para concluir . o carregamento de o relatório demorar . Recebi erro enquanto tentar integrar sistema .
As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples.,8,Suporte,o notificação chegar atrasado . Recebi erro enquanto tentar consultar limite . o suporte pedir novamente o mesmo informação . depois de o atualização extrato ficar mais simples .
Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei acompanhar pagamento e notificações travou duas vezes. naum sitema qdo,7,Suporte,precisei repetir algum etapa para concluir . depois de o atualização notificação ficar mais simples . o suporte pedir novamente o mesmo informação . o notificação chegar atrasado . o carregamento de o relatório demorar . Tentei acompanhar pagamento e notificação travar dois vez . naum sitema qdo
"Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em extrato. onboarding demorou para responder. As notificações chegaram atrasadas.",9,Serviços,"precisei repetir algum etapa para concluir . Consegui consultar saldo , mas depois aparecer erro em extrato . onboarding demorar para responder . o notificação chegar atrasado ."
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. Depois da atualização API ficou mais simples. Tentei acompanhar pagamento e API travou duas vezes. O carregamento dos relatórios demorou.,4,Geral,o suporte pedir novamente o mesmo informação . o notificação chegar atrasado . Recebi erro enquanto tentar acompanhar pagamento . depois de o atualização API ficar mais simples . Tentei acompanhar pagamento e API travar dois vez . o carregamento de o relatório demorar .
Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. bugou,8,Serviços,precisei repetir algum etapa para concluir . o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar emitir boleto . bugar
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",10,Suporte,"Consegui fazer transferência , mas depois aparecer erro em usabilidade . o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação ."
"Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava baixar relatório. cartão virtual demorou para responder. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Consegui baixar relatório, mas depois apareceu erro em performance.",10,Suporte,"depois de o atualização cartão virtual ficar mais simples . Recebi erro enquanto tentar baixar relatório . cartão virtual demorar para responder . o carregamento de o relatório demorar . o notificação chegar atrasado . Consegui baixar relatório , mas depois aparecer erro em performance ."
Mais ou menos.,7,Produto,mais ou menos .
Mais ou menos.,4,Pós-venda,mais ou menos .
"O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Consegui atualizar cadastro, mas depois apareceu erro em performance. Precisei repetir algumas etapas para concluir. Depois da atualização notificações ficou mais simples.",1,Suporte,"o atendimento resolver rápido o solicitação . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . Consegui atualizar cadastro , mas depois aparecer erro em performance . precisei repetir algum etapa para concluir . depois de o atualização notificação ficar mais simples ."
"As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava integrar sistema.",4,Pós-venda,"o notificação chegar atrasado . depois de o atualização integração ficar mais simples . o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar . Consegui integrar sistema , mas depois aparecer erro em cadastro . Recebi erro enquanto tentar integrar sistema ."
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e onboarding travou duas vezes.,0,Produto,o notificação chegar atrasado . Recebi erro enquanto tentar fazer transferência . Tentei fazer transferência e onboarding travar dois vez .
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. bugou platafroma,2,Suporte,Recebi erro enquanto tentar fazer transferência . o notificação chegar atrasado . bugar platafroma
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Depois da atualização extrato ficou mais simples. extrato demorou para responder. ploblema,6,Serviços,o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . depois de o atualização extrato ficar mais simples . extrato demorar para responder . ploblema
Ok.,4,Produto,Ok .
"integração demorou para responder. O suporte pediu novamente as mesmas informações. Tentei consultar limite e integração travou duas vezes. Precisei repetir algumas etapas para concluir. Depois da atualização integração ficou mais simples. Consegui consultar limite, mas depois apareceu erro em usabilidade. atendimnto vcs",7,Produto,"integração demorar para responder . o suporte pedir novamente o mesmo informação . Tentei consultar limite e integração travar dois vez . Precisei repetir algum etapa para concluir . depois de o atualização integração ficar mais simples . Consegui consultar limite , mas depois aparecer erro em usabilidade . atendimnto vcs"
"Tentei baixar relatório e pagamentos travou duas vezes. pagamentos demorou para responder. Consegui baixar relatório, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava baixar relatório.",4,Suporte,"Tentei baixar relatório e pagamento travar dois vez . pagamento demorar para responder . Consegui baixar relatório , mas depois aparecer erro em dashboard . Recebi erro enquanto tentar baixar relatório ."
Nada a declarar.,6,Geral,nada a declarar .
"Consegui baixar relatório, mas depois apareceu erro em dashboard. As notificações chegaram atrasadas. ploblema bugou msg",7,Geral,"Consegui baixar relatório , mas depois aparecer erro em dashboard . o notificação chegar atrasar . ploblema bugar msg"
"Tentei consultar saldo e login travou duas vezes. O carregamento dos relatórios demorou. Consegui consultar saldo, mas depois apareceu erro em API. Precisei repetir algumas etapas para concluir.",8,Geral,"Tentei consultar saldo e login travar dois vez . o carregamento de o relatório demorar . Consegui consultar saldo , mas depois aparecer erro em API . precisei repetir algum etapa para concluir ."
"As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. Depois da atualização notificações ficou mais simples. O suporte pediu novamente as mesmas informações. Consegui consultar saldo, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir.",4,Serviços,"o notificação chegar atrasado . Recebi erro enquanto tentar consultar saldo . depois de o atualização notificação ficar mais simples . o suporte pedir novamente o mesmo informação . Consegui consultar saldo , mas depois aparecer erro em pagamento . precisei repetir algum etapa para concluir ."
"Consegui atualizar cadastro, mas depois apareceu erro em relatórios. O atendimento resolveu rápido a solicitação. naum qdo",4,Suporte,"Consegui atualizar cadastro , mas depois aparecer erro em relatório . o atendimento resolver rápido o solicitação . naum qdo"
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei consultar limite e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. extrato demorou para responder.,0,Suporte,o suporte pedir novamente o mesmo informação . o carregamento de o relatório demorar . Tentei consultar limite e extrato travar dois vez . Precisei repetir algum etapa para concluir . extrato demorar para responder .
"O carregamento dos relatórios demorou. Tentei integrar sistema e cadastro travou duas vezes. cadastro demorou para responder. O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em login. Precisei repetir algumas etapas para concluir. ploblema bugou msg",3,Serviços,"o carregamento de o relatório demorar . Tentei integrar sistema e cadastro travar dois vez . cadastro demorar para responder . o atendimento resolver rápido o solicitação . conseguir integrar sistema , mas depois aparecer erro em login . Precisei repetir algum etapa para concluir . ploblema bugar msg"
"O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e dashboard travou duas vezes. Consegui fazer transferência, mas depois apareceu erro em extrato. msg qdo",0,Serviços,"o carregamento de o relatório demorar . o suporte pedir novamente o mesmo informação . Tentei fazer transferência e dashboard travar dois vez . Consegui fazer transferência , mas depois aparecer erro em extrato . msg qdo"
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. Depois da atualização cadastro ficou mais simples. cadastro demorou para responder.,9,Suporte,o carregamento de o relatório demorar . o notificação chegar atrasado . depois de o atualização cadastro ficar mais simples . cadastro demorar para responder .
"O carregamento dos relatórios demorou. dashboard demorou para responder. Consegui consultar limite, mas depois apareceu erro em relatórios. Tentei consultar limite e dashboard travou duas vezes.",1,Pós-venda,"o carregamento de o relatório demorar . dashboard demorar para responder . Consegui consultar limite , mas depois aparecer erro em relatório . Tentei consultar limite e dashboard travar dois vez ."
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Depois da atualização extrato ficou mais simples. O atendimento resolveu rápido a solicitação. qdo travano,2,Serviços,o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar consultar limite . o notificação chegar atrasado . o carregamento de o relatório demorar . depois de o atualização extrato ficar mais simples . o atendimento resolver rápido o solicitação . qdo travano
Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. probelma vcs platafroma,8,Produto,depois de o atualização chat ficar mais simples . o notificação chegar atrasado . precisei repetir algum etapa para concluir . probelma vcs platafroma
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,0,Suporte,o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar acompanhar pagamento .
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,1,Produto,o notificação chegar atrasado . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar .
login demorou para responder. Depois da atualização login ficou mais simples. Precisei repetir algumas etapas para concluir. vcs platafroma,8,Produto,login demorar para responder . depois de o atualização login ficar mais simples . Precisei repetir algum etapa para concluir . vcs platafroma
Sem comentários.,9,Serviços,sem comentário .
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,3,Geral,o notificação chegar atrasado . o atendimento resolver rápido o solicitação .
Depois da atualização limite ficou mais simples. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e limite travou duas vezes. O carregamento dos relatórios demorou.,8,Geral,depois de o atualização limite ficar mais simples . o atendimento resolver rápido o solicitação . o suporte pedir novamente o mesmo informação . Tentei atualizar cadastro e limite travar dois vez . o carregamento de o relatório demorar .
"O carregamento dos relatórios demorou. Tentei emitir boleto e chat travou duas vezes. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em relatórios.",5,Produto,"o carregamento de o relatório demorar . Tentei emitir boleto e chat travar dois vez . depois de o atualização chat ficar mais simples . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar emitir boleto . Consegui emitir boleto , mas depois aparecer erro em relatório ."
"O carregamento dos relatórios demorou. As notificações chegaram atrasadas. chat demorou para responder. Consegui atualizar cadastro, mas depois apareceu erro em login.",1,Produto,"o carregamento de o relatório demorar . o notificação chegar atrasado . chat demorar para responder . Consegui atualizar cadastro , mas depois aparecer erro em login ."
"Tentei acompanhar pagamento e limite travou duas vezes. limite demorou para responder. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. Consegui acompanhar pagamento, mas depois apareceu erro em cartão virtual. As notificações chegaram atrasadas. demoro",4,Suporte,"Tentei acompanhar pagamento e limite travar dois vez . limite demorar para responder . precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . Consegui acompanhar pagamento , mas depois aparecer erro em cartão virtual . o notificação chegar atrasado . demoro"
Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Depois da atualização usabilidade ficou mais simples.,1,Produto,Recebi erro enquanto tentar consultar saldo . o carregamento de o relatório demorar . Precisei repetir algum etapa para concluir . depois de o atualização usabilidade ficar mais simples .
"cartão virtual demorou para responder. Tentei emitir boleto e cartão virtual travou duas vezes. Depois da atualização cartão virtual ficou mais simples. O carregamento dos relatórios demorou. Consegui emitir boleto, mas depois apareceu erro em onboarding. O atendimento resolveu rápido a solicitação.",8,Serviços,"cartão virtual demorar para responder . Tentei emitir boleto e cartão virtual travar dois vez . depois de o atualização cartão virtual ficar mais simples . o carregamento de o relatório demorar . Consegui emitir boleto , mas depois aparecer erro em onboarding . o atendimento resolver rápido o solicitação ."
Normal.,9,Geral,normal .
O carregamento dos relatórios demorou. limite demorou para responder. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Depois da atualização limite ficou mais simples. Recebi erro enquanto tentava fazer transferência. naum travano sitema,9,Suporte,o carregamento de o relatório demorar . limite demorar para responder . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . depois de o atualização limite ficar mais simples . Recebi erro enquanto tentar fazer transferência . naum travano sitema
Tentei acompanhar pagamento e usabilidade travou duas vezes. As notificações chegaram atrasadas. Depois da atualização usabilidade ficou mais simples. usabilidade demorou para responder.,9,Serviços,Tentei acompanhar pagamento e usabilidade travar dois vez . o notificação chegar atrasado . depois de o atualização usabilidade ficar mais simples . usabilidade demorar para responder .
O atendimento resolveu rápido a solicitação. Depois da atualização onboarding ficou mais simples. Tentei acompanhar pagamento e onboarding travou duas vezes. As notificações chegaram atrasadas.,8,Serviços,o atendimento resolver rápido o solicitação . depois de o atualização onboarding ficar mais simples . Tentei acompanhar pagamento e onboarding travar dois vez . o notificação chegar atrasado .
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. travano,1,Suporte,o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . travano
Recebi erro enquanto tentava integrar sistema. O carregamento dos relatórios demorou. Depois da atualização usabilidade ficou mais simples.,5,Geral,Recebi erro enquanto tentar integrar sistema . o carregamento de o relatório demorar . depois de o atualização usabilidade ficar mais simples .
Tentei atualizar cadastro e performance travou duas vezes. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,3,Serviços,Tentei atualizar cadastro e performance travar dois vez . o suporte pedir novamente o mesmo informação . o atendimento resolver rápido o solicitação . o carregamento de o relatório demorar .
"pagamentos demorou para responder. Consegui consultar saldo, mas depois apareceu erro em limite.",1,Suporte,"pagamento demorar para responder . Consegui consultar saldo , mas depois aparecer erro em limite ."
As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. platafroma bugou demoro,0,Geral,o notificação chegar atrasado . o carregamento de o relatório demorar . Recebi erro enquanto tentar emitir boleto . o atendimento resolver rápido o solicitação . platafroma bugar demoro
O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. API demorou para responder.,0,Produto,o atendimento resolver rápido o solicitação . o notificação chegar atrasado . o suporte pedir novamente o mesmo informação . API demorar para responder .
Nada a declarar.,4,Produto,nada a declarar .
"As notificações chegaram atrasadas. Consegui consultar saldo, mas depois apareceu erro em pagamentos.",6,Geral,"o notificação chegar atrasado . Consegui consultar saldo , mas depois aparecer erro em pagamento ."
O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples. msg demoro bugou,7,Serviços,o atendimento resolver rápido o solicitação . depois de o atualização limite ficar mais simples . msg demoro bugar
cartão virtual demorou para responder. Recebi erro enquanto tentava acompanhar pagamento. bugou travano,3,Serviços,cartão virtual demorar para responder . Recebi erro enquanto tentar acompanhar pagamento . bugar travano
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Tentei fazer transferência e notificações travou duas vezes.,2,Suporte,Recebi erro enquanto tentar fazer transferência . o notificação chegar atrasado . o atendimento resolver rápido o solicitação . Tentei fazer transferência e notificação travar dois vez .
"Depois da atualização chat ficou mais simples. Consegui consultar limite, mas depois apareceu erro em cartão virtual. platafroma ploblema",4,Serviços,"depois de o atualização chat ficar mais simples . Consegui consultar limite , mas depois aparecer erro em cartão virtual . platafroma ploblema"
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava integrar sistema. Depois da atualização cadastro ficou mais simples. cadastro demorou para responder. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. platafroma,1,Produto,o suporte pedir novamente o mesmo informação . Recebi erro enquanto tentar integrar sistema . depois de o atualização cadastro ficar mais simples . cadastro demorar para responder . o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . platafroma
Recebi erro enquanto tentava emitir boleto. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. usabilidade demorou para responder. Tentei emitir boleto e usabilidade travou duas vezes. ploblema travano,0,Suporte,Recebi erro enquanto tentar emitir boleto . o notificação chegar atrasado . precisei repetir algum etapa para concluir . o atendimento resolver rápido o solicitação . usabilidade demorar para responder . Tentei emitir boleto e usabilidade travar dois vez . ploblema travano
Depois da atualização pagamentos ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava acompanhar pagamento.,0,Produto,depois de o atualização pagamento ficar mais simples . o suporte pedir novamente o mesmo informação . Tentei acompanhar pagamento e pagamento travar dois vez . o atendimento resolver rápido o solicitação . Recebi erro enquanto tentar acompanhar pagamento .
Tentei acompanhar pagamento e pagamentos travou duas vezes. pagamentos demorou para responder. As notificações chegaram atrasadas.,2,Serviços,Tentei acompanhar pagamento e pagamento travar dois vez . pagamento demorar para responder . o notificação chegar atrasado .
"Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. Consegui consultar limite, mas depois apareceu erro em chat.",0,Serviços,"Recebi erro enquanto tentar consultar limite . o carregamento de o relatório demorar . Consegui consultar limite , mas depois aparecer erro em chat ."
Recebi erro enquanto tentava consultar limite. Tentei consultar limite e cartão virtual travou duas vezes. cartão virtual demorou para responder. Depois da atualização cartão virtual ficou mais simples. O atendimento resolveu rápido a solicitação. ploblema,1,Produto,Recebi erro enquanto tentar consultar limite . Tentei consultar limite e cartão virtual travar dois vez . cartão virtual demorar para responder . depois de o atualização cartão virtual ficar mais simples . o atendimento resolver rápido o solicitação . ploblema
"Consegui fazer transferência, mas depois apareceu erro em usabilidade. O suporte pediu novamente as mesmas informações. Tentei fazer transferência e onboarding travou duas vezes. bugou",0,Suporte,"Consegui fazer transferência , mas depois aparecer erro em usabilidade . o suporte pedir novamente o mesmo informação . Tentei fazer transferência e onboarding travar dois vez . bugar"
"Precisei repetir algumas etapas para concluir. Tentei baixar relatório e usabilidade travou duas vezes. Recebi erro enquanto tentava baixar relatório. Consegui baixar relatório, mas depois apareceu erro em cartão virtual.",6,Produto,"precisei repetir algum etapa para concluir . Tentei baixar relatório e usabilidade travar dois vez . Recebi erro enquanto tentar baixar relatório . Consegui baixar relatório , mas depois aparecer erro em cartão virtual ."
O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. probelma,5,Serviços,o suporte pedir novamente o mesmo informação . precisei repetir algum etapa para concluir . probelma
Regular.,5,Suporte,Regular .
Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. msg sitema,5,Geral,Recebi erro enquanto tentar consultar limite . o carregamento de o relatório demorar . msg sitema
"O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. integração demorou para responder. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite. Consegui consultar limite, mas depois apareceu erro em extrato.",9,Suporte,"o atendimento resolver rápido o solicitação . precisei repetir algum etapa para concluir . integração demorar para responder . o carregamento de o relatório demorar . Recebi erro enquanto tentar consultar limite . Consegui consultar limite , mas depois aparecer erro em extrato ."
"Consegui consultar saldo, mas depois apareceu erro em chat. O carregamento dos relatórios demorou. bugou",4,Produto,"Consegui consultar saldo , mas depois aparecer erro em chat . o carregamento de o relatório demorar . bugar"
Nada a declarar.,5,Geral,nada a declarar .
