id_comentario,responsavel,termo_original,entidade_aproximada,distancia
3171,Produto,sitema,sistema,1
3172,Produto,consultar,consultor,1
3172,Produto,limite,limite,0
3172,Produto,erro,erro,0
3172,Produto,relatórios,relatorio,2
3172,Produto,atendimento,atendimento,0
3172,Produto,erro,erro,0
3172,Produto,consultar,consultor,1
3172,Produto,limite,limite,0
3172,Produto,suporte,suporte,0
3172,Produto,pediu,pix,3
3172,Produto,performance,performance,0
3173,Produto,relatório,relatorio,1
3173,Produto,erro,erro,0
3173,Produto,pagamentos,pagamento,1
3173,Produto,atendimento,atendimento,0
3173,Produto,suporte,suporte,0
3173,Produto,pediu,pix,3
3174,Serviços,pagamentos,pagamento,1
3174,Serviços,erro,erro,0
3174,Serviços,pagamento,pagamento,0
3174,Serviços,carregamento,carregamento,0
3174,Serviços,relatórios,relatorio,2
3175,Serviços,erro,erro,0
3175,Serviços,consultar,consultor,1
3175,Serviços,limite,limite,0
3175,Serviços,usabilidade,usabilidade,0
3175,Serviços,usabilidade,usabilidade,0
3175,Serviços,consultar,consultor,1
3175,Serviços,limite,limite,0
3175,Serviços,erro,erro,0
3175,Serviços,pagamentos,pagamento,1
3175,Serviços,consultar,consultor,1
3175,Serviços,limite,limite,0
3175,Serviços,usabilidade,usabilidade,0
3175,Serviços,duas,bug,3
3176,Produto,pagamento,pagamento,0
3176,Produto,erro,erro,0
3176,Produto,extrato,extrato,0
3176,Produto,erro,erro,0
3176,Produto,pagamento,pagamento,0
3176,Produto,platafroma,plataforma,2
3176,Produto,naum,api,3
3176,Produto,probelma,problema,2
3177,Suporte,relatório,relatorio,1
3177,Suporte,erro,erro,0
3177,Suporte,relatórios,relatorio,2
3177,Suporte,atendimento,atendimento,0
3177,Suporte,bugou,bug,2
3178,Suporte,integração,integracao,2
3178,Suporte,carregamento,carregamento,0
3178,Suporte,relatórios,relatorio,2
3178,Suporte,erro,erro,0
3178,Suporte,relatório,relatorio,1
3178,Suporte,relatório,relatorio,1
3178,Suporte,integração,integracao,2
3178,Suporte,duas,bug,3
3178,Suporte,sitema,sistema,1
3179,Serviços,pagamentos,pagamento,1
3179,Serviços,integrar,integracao,3
3179,Serviços,sistema,sistema,0
3179,Serviços,erro,erro,0
3179,Serviços,performance,performance,0
3180,Suporte,carregamento,carregamento,0
3180,Suporte,relatórios,relatorio,2
3180,Suporte,atendimento,atendimento,0
3180,Suporte,relatório,relatorio,1
3180,Suporte,duas,bug,3
3180,Suporte,erro,erro,0
3180,Suporte,relatório,relatorio,1
3181,Suporte,atendimento,atendimento,0
3181,Suporte,integração,integracao,2
3181,Suporte,carregamento,carregamento,0
3181,Suporte,relatórios,relatorio,2
3182,Geral,transferência,transferencia,1
3182,Geral,erro,erro,0
3182,Geral,dashboard,dashboard,0
3182,Geral,suporte,suporte,0
3182,Geral,pediu,pix,3
3182,Geral,atendimento,atendimento,0
3182,Geral,erro,erro,0
3182,Geral,transferência,transferencia,1
3182,Geral,bugou,bug,2
3183,Serviços,onboarding,onboarding,0
3183,Serviços,transferência,transferencia,1
3183,Serviços,onboarding,onboarding,0
3183,Serviços,duas,bug,3
3183,Serviços,suporte,suporte,0
3183,Serviços,pediu,pix,3
3183,Serviços,onboarding,onboarding,0
3183,Serviços,carregamento,carregamento,0
3183,Serviços,relatórios,relatorio,2
3184,Suporte,extrato,extrato,0
3184,Suporte,suporte,suporte,0
3184,Suporte,pediu,pix,3
3184,Suporte,integrar,integracao,3
3184,Suporte,sistema,sistema,0
3184,Suporte,erro,erro,0
3184,Suporte,limite,limite,0
3184,Suporte,erro,erro,0
3184,Suporte,integrar,integracao,3
3184,Suporte,sistema,sistema,0
3184,Suporte,carregamento,carregamento,0
3184,Suporte,relatórios,relatorio,2
3184,Suporte,sitema,sistema,1
3184,Suporte,platafroma,plataforma,2
3185,Geral,suporte,suporte,0
3185,Geral,pediu,pix,3
3185,Geral,carregamento,carregamento,0
3185,Geral,relatórios,relatorio,2
3187,Geral,erro,erro,0
3187,Geral,integrar,integracao,3
3187,Geral,sistema,sistema,0
3187,Geral,integrar,integracao,3
3187,Geral,sistema,sistema,0
3187,Geral,duas,bug,3
3187,Geral,naum,api,3
3188,Geral,usabilidade,usabilidade,0
3188,Geral,boleto,boleto,0
3188,Geral,erro,erro,0
3188,Geral,atendimento,atendimento,0
3189,Pós-venda,erro,erro,0
3189,Pós-venda,boleto,boleto,0
3189,Pós-venda,atendimento,atendimento,0
3190,Suporte,suporte,suporte,0
3190,Suporte,pediu,pix,3
3191,Geral,suporte,suporte,0
3191,Geral,pediu,pix,3
3191,Geral,pagamentos,pagamento,1
3191,Geral,integrar,integracao,3
3191,Geral,sistema,sistema,0
3191,Geral,pagamentos,pagamento,1
3191,Geral,duas,bug,3
3192,Pós-venda,pagamentos,pagamento,1
3192,Pós-venda,consultar,consultor,1
3192,Pós-venda,limite,limite,0
3192,Pós-venda,erro,erro,0
3192,Pós-venda,integração,integracao,2
3192,Pós-venda,suporte,suporte,0
3192,Pós-venda,pediu,pix,3
3192,Pós-venda,carregamento,carregamento,0
3192,Pós-venda,relatórios,relatorio,2
3192,Pós-venda,consultar,consultor,1
3192,Pós-venda,limite,limite,0
3192,Pós-venda,pagamentos,pagamento,1
3192,Pós-venda,duas,bug,3
3193,Geral,cadastro,cadastro,0
3193,Geral,pagamentos,pagamento,1
3193,Geral,duas,bug,3
3193,Geral,atendimento,atendimento,0
3193,Geral,pagamentos,pagamento,1
3195,Geral,relatórios,relatorio,2
3195,Geral,atendimento,atendimento,0
3195,Geral,atendimnto,atendimento,1
3196,Suporte,performance,performance,0
3196,Suporte,platafroma,plataforma,2
3197,Produto,suporte,suporte,0
3197,Produto,pediu,pix,3
3197,Produto,erro,erro,0
3197,Produto,integrar,integracao,3
3197,Produto,sistema,sistema,0
3197,Produto,atendimento,atendimento,0
3197,Produto,login,login,0
3197,Produto,integrar,integracao,3
3197,Produto,sistema,sistema,0
3197,Produto,login,login,0
3197,Produto,duas,bug,3
3197,Produto,probelma,problema,2
3197,Produto,sitema,sistema,1
3198,Produto,atendimento,atendimento,0
3198,Produto,erro,erro,0
3198,Produto,boleto,boleto,0
3198,Produto,boleto,boleto,0
3198,Produto,erro,erro,0
3199,Suporte,relatórios,relatorio,2
3199,Suporte,suporte,suporte,0
3199,Suporte,pediu,pix,3
3199,Suporte,erro,erro,0
3199,Suporte,consultar,consultor,1
3199,Suporte,saldo,saldo,0
3199,Suporte,bugou,bug,2
3200,Serviços,erro,erro,0
3200,Serviços,cadastro,cadastro,0
3200,Serviços,suporte,suporte,0
3200,Serviços,pediu,pix,3
3200,Serviços,usabilidade,usabilidade,0
3200,Serviços,cadastro,cadastro,0
3200,Serviços,usabilidade,usabilidade,0
3200,Serviços,duas,bug,3
3200,Serviços,atendimento,atendimento,0
3200,Serviços,atendimnto,atendimento,1
3200,Serviços,sitema,sistema,1
3200,Serviços,demoro,erro,3
3201,Serviços,onboarding,onboarding,0
3201,Serviços,consultar,consultor,1
3201,Serviços,limite,limite,0
3201,Serviços,onboarding,onboarding,0
3201,Serviços,duas,bug,3
3201,Serviços,erro,erro,0
3201,Serviços,consultar,consultor,1
3201,Serviços,limite,limite,0
3201,Serviços,platafroma,plataforma,2
3202,Suporte,carregamento,carregamento,0
3202,Suporte,relatórios,relatorio,2
3202,Suporte,cadastro,cadastro,0
3202,Suporte,erro,erro,0
3202,Suporte,relatórios,relatorio,2
3202,Suporte,naum,api,3
3203,Serviços,integração,integracao,2
3203,Serviços,atendimento,atendimento,0
3204,Pós-venda,boleto,boleto,0
3204,Pós-venda,erro,erro,0
3204,Pós-venda,performance,performance,0
3204,Pós-venda,pagamentos,pagamento,1
3204,Pós-venda,erro,erro,0
3204,Pós-venda,boleto,boleto,0
3204,Pós-venda,suporte,suporte,0
3204,Pós-venda,pediu,pix,3
3205,Geral,erro,erro,0
3205,Geral,transferência,transferencia,1
3205,Geral,atendimento,atendimento,0
3206,Produto,suporte,suporte,0
3206,Produto,pediu,pix,3
3206,Produto,transferência,transferencia,1
3206,Produto,duas,bug,3
3206,Produto,erro,erro,0
3206,Produto,transferência,transferencia,1
3206,Produto,atendimento,atendimento,0
3206,Produto,platafroma,plataforma,2
3208,Suporte,relatórios,relatorio,2
3208,Suporte,demoro,erro,3
3209,Geral,cadastro,cadastro,0
3209,Geral,suporte,suporte,0
3209,Geral,pediu,pix,3
3209,Geral,relatório,relatorio,1
3209,Geral,cadastro,cadastro,0
3209,Geral,duas,bug,3
3209,Geral,carregamento,carregamento,0
3209,Geral,relatórios,relatorio,2
3210,Geral,atendimento,atendimento,0
3210,Geral,suporte,suporte,0
3210,Geral,pediu,pix,3
3210,Geral,probelma,problema,2
3211,Serviços,suporte,suporte,0
3211,Serviços,pediu,pix,3
3211,Serviços,login,login,0
3211,Serviços,login,login,0
3211,Serviços,sitema,sistema,1
3212,Produto,integração,integracao,2
3212,Produto,integração,integracao,2
3212,Produto,carregamento,carregamento,0
3212,Produto,relatórios,relatorio,2
3212,Produto,atendimento,atendimento,0
3212,Produto,erro,erro,0
3212,Produto,pagamento,pagamento,0
3213,Suporte,transferência,transferencia,1
3213,Suporte,erro,erro,0
3213,Suporte,dashboard,dashboard,0
3213,Suporte,atendimento,atendimento,0
3213,Suporte,erro,erro,0
3213,Suporte,transferência,transferencia,1
3213,Suporte,cadastro,cadastro,0
3214,Produto,login,login,0
3214,Produto,consultar,consultor,1
3214,Produto,saldo,saldo,0
3214,Produto,erro,erro,0
3214,Produto,limite,limite,0
3214,Produto,atendimento,atendimento,0
3214,Produto,carregamento,carregamento,0
3214,Produto,relatórios,relatorio,2
3215,Suporte,erro,erro,0
3215,Suporte,pagamento,pagamento,0
3216,Serviços,nada,api,3
3217,Suporte,performance,performance,0
3217,Suporte,integrar,integracao,3
3217,Suporte,sistema,sistema,0
3217,Suporte,performance,performance,0
3217,Suporte,duas,bug,3
3218,Produto,cadastro,cadastro,0
3218,Produto,erro,erro,0
3218,Produto,pagamentos,pagamento,1
3218,Produto,carregamento,carregamento,0
3218,Produto,relatórios,relatorio,2
3218,Produto,integração,integracao,2
3218,Produto,integração,integracao,2
3218,Produto,bugou,bug,2
3218,Produto,sitema,sistema,1
3219,Suporte,atendimento,atendimento,0
3219,Suporte,erro,erro,0
3219,Suporte,integrar,integracao,3
3219,Suporte,sistema,sistema,0
3219,Suporte,suporte,suporte,0
3219,Suporte,pediu,pix,3
3219,Suporte,usabilidade,usabilidade,0
3219,Suporte,usabilidade,usabilidade,0
3220,Geral,atendimento,atendimento,0
3220,Geral,erro,erro,0
3220,Geral,pagamento,pagamento,0
3220,Geral,demoro,erro,3
3222,Produto,atendimento,atendimento,0
3222,Produto,consultar,consultor,1
3222,Produto,limite,limite,0
3222,Produto,onboarding,onboarding,0
3222,Produto,duas,bug,3
3223,Produto,limite,limite,0
3223,Produto,relatório,relatorio,1
3223,Produto,erro,erro,0
3223,Produto,suporte,suporte,0
3223,Produto,pediu,pix,3
3223,Produto,platafroma,plataforma,2
3223,Produto,naum,api,3
3223,Produto,bugou,bug,2
3224,Geral,carregamento,carregamento,0
3224,Geral,relatórios,relatorio,2
3224,Geral,erro,erro,0
3224,Geral,transferência,transferencia,1
3225,Produto,suporte,suporte,0
3225,Produto,pediu,pix,3
3225,Produto,cadastro,cadastro,0
3225,Produto,atendimento,atendimento,0
3225,Produto,erro,erro,0
3225,Produto,pagamento,pagamento,0
3226,Suporte,extrato,extrato,0
3226,Suporte,consultar,consultor,1
3226,Suporte,limite,limite,0
3226,Suporte,erro,erro,0
3226,Suporte,erro,erro,0
3226,Suporte,consultar,consultor,1
3226,Suporte,limite,limite,0
3226,Suporte,probelma,problema,2
3226,Suporte,bugou,bug,2
3227,Geral,atendimento,atendimento,0
3227,Geral,suporte,suporte,0
3227,Geral,pediu,pix,3
3227,Geral,consultar,consultor,1
3227,Geral,saldo,saldo,0
3227,Geral,duas,bug,3
3227,Geral,erro,erro,0
3227,Geral,consultar,consultor,1
3227,Geral,saldo,saldo,0
3228,Produto,carregamento,carregamento,0
3228,Produto,relatórios,relatorio,2
3228,Produto,atendimento,atendimento,0
3228,Produto,erro,erro,0
3228,Produto,consultar,consultor,1
3228,Produto,limite,limite,0
3229,Suporte,erro,erro,0
3229,Suporte,consultar,consultor,1
3229,Suporte,saldo,saldo,0
3229,Suporte,performance,performance,0
3229,Suporte,consultar,consultor,1
3229,Suporte,saldo,saldo,0
3229,Suporte,performance,performance,0
3229,Suporte,duas,bug,3
3229,Suporte,suporte,suporte,0
3229,Suporte,pediu,pix,3
3229,Suporte,performance,performance,0
3230,Suporte,erro,erro,0
3230,Suporte,pagamento,pagamento,0
3230,Suporte,suporte,suporte,0
3230,Suporte,pediu,pix,3
3230,Suporte,relatórios,relatorio,2
3231,Geral,login,login,0
3231,Geral,suporte,suporte,0
3231,Geral,pediu,pix,3
3231,Geral,pagamento,pagamento,0
3231,Geral,erro,erro,0
3231,Geral,pagamentos,pagamento,1
3231,Geral,atendimento,atendimento,0
3233,Geral,erro,erro,0
3233,Geral,consultar,consultor,1
3233,Geral,saldo,saldo,0
3233,Geral,consultar,consultor,1
3233,Geral,saldo,saldo,0
3233,Geral,erro,erro,0
3233,Geral,dashboard,dashboard,0
3233,Geral,login,login,0
3233,Geral,bugou,bug,2
3233,Geral,platafroma,plataforma,2
3235,Serviços,atendimento,atendimento,0
3235,Serviços,erro,erro,0
3235,Serviços,pagamento,pagamento,0
3235,Serviços,pagamento,pagamento,0
3235,Serviços,duas,bug,3
3236,Geral,integração,integracao,2
3236,Geral,relatório,relatorio,1
3236,Geral,erro,erro,0
3236,Geral,usabilidade,usabilidade,0
3236,Geral,atendimento,atendimento,0
3236,Geral,carregamento,carregamento,0
3236,Geral,relatórios,relatorio,2
3237,Geral,boleto,boleto,0
3237,Geral,erro,erro,0
3237,Geral,cadastro,cadastro,0
3237,Geral,carregamento,carregamento,0
3237,Geral,relatórios,relatorio,2
3237,Geral,erro,erro,0
3237,Geral,boleto,boleto,0
3238,Produto,suporte,suporte,0
3238,Produto,pediu,pix,3
3238,Produto,carregamento,carregamento,0
3238,Produto,relatórios,relatorio,2
3239,Suporte,carregamento,carregamento,0
3239,Suporte,relatórios,relatorio,2
3239,Suporte,erro,erro,0
3239,Suporte,integrar,integracao,3
3239,Suporte,sistema,sistema,0
3239,Suporte,atendimento,atendimento,0
3239,Suporte,integrar,integracao,3
3239,Suporte,sistema,sistema,0
3239,Suporte,erro,erro,0
3239,Suporte,extrato,extrato,0
3240,Suporte,suporte,suporte,0
3240,Suporte,pediu,pix,3
3240,Suporte,atendimento,atendimento,0
3240,Suporte,carregamento,carregamento,0
3240,Suporte,relatórios,relatorio,2
3240,Suporte,atendimnto,atendimento,1
3241,Geral,atendimento,atendimento,0
3241,Geral,boleto,boleto,0
3241,Geral,erro,erro,0
3241,Geral,erro,erro,0
3241,Geral,boleto,boleto,0
3241,Geral,boleto,boleto,0
3241,Geral,duas,bug,3
3241,Geral,ploblema,problema,1
3241,Geral,demoro,erro,3
3242,Suporte,integrar,integracao,3
3242,Suporte,sistema,sistema,0
3242,Suporte,limite,limite,0
3242,Suporte,duas,bug,3
3242,Suporte,integrar,integracao,3
3242,Suporte,sistema,sistema,0
3242,Suporte,erro,erro,0
3242,Suporte,dashboard,dashboard,0
3242,Suporte,suporte,suporte,0
3242,Suporte,pediu,pix,3
3242,Suporte,platafroma,plataforma,2
3243,Suporte,cadastro,cadastro,0
3243,Suporte,carregamento,carregamento,0
3243,Suporte,relatórios,relatorio,2
3243,Suporte,suporte,suporte,0
3243,Suporte,pediu,pix,3
3243,Suporte,atendimnto,atendimento,1
3243,Suporte,bugou,bug,2
3244,Serviços,carregamento,carregamento,0
3244,Serviços,relatórios,relatorio,2
3244,Serviços,pagamentos,pagamento,1
3244,Serviços,consultar,consultor,1
3244,Serviços,saldo,saldo,0
3244,Serviços,erro,erro,0
3244,Serviços,usabilidade,usabilidade,0
3244,Serviços,atendimento,atendimento,0
3245,Geral,transferência,transferencia,1
3245,Geral,duas,bug,3
3247,Suporte,suporte,suporte,0
3247,Suporte,pediu,pix,3
3247,Suporte,erro,erro,0
3247,Suporte,boleto,boleto,0
3248,Produto,suporte,suporte,0
3248,Produto,pediu,pix,3
3248,Produto,carregamento,carregamento,0
3248,Produto,relatórios,relatorio,2
3249,Produto,suporte,suporte,0
3249,Produto,pediu,pix,3
3249,Produto,pagamentos,pagamento,1
3249,Produto,demoro,erro,3
3249,Produto,naum,api,3
3250,Produto,relatório,relatorio,1
3250,Produto,login,login,0
3250,Produto,duas,bug,3
3250,Produto,relatório,relatorio,1
3250,Produto,erro,erro,0
3250,Produto,dashboard,dashboard,0
3250,Produto,carregamento,carregamento,0
3250,Produto,relatórios,relatorio,2
3250,Produto,erro,erro,0
3250,Produto,relatório,relatorio,1
3250,Produto,login,login,0
3251,Suporte,consultar,consultor,1
3251,Suporte,saldo,saldo,0
3251,Suporte,erro,erro,0
3251,Suporte,integração,integracao,2
3251,Suporte,suporte,suporte,0
3251,Suporte,pediu,pix,3
3252,Serviços,cadastro,cadastro,0
3252,Serviços,onboarding,onboarding,0
3252,Serviços,duas,bug,3
3252,Serviços,cadastro,cadastro,0
3252,Serviços,erro,erro,0
3252,Serviços,limite,limite,0
3252,Serviços,onboarding,onboarding,0
3252,Serviços,erro,erro,0
3252,Serviços,cadastro,cadastro,0
3252,Serviços,suporte,suporte,0
3252,Serviços,pediu,pix,3
3253,Geral,usabilidade,usabilidade,0
3253,Geral,suporte,suporte,0
3253,Geral,pediu,pix,3
3253,Geral,transferência,transferencia,1
3253,Geral,erro,erro,0
3253,Geral,performance,performance,0
3253,Geral,bugou,bug,2
3253,Geral,probelma,problema,2
3254,Suporte,erro,erro,0
3254,Suporte,transferência,transferencia,1
3254,Suporte,suporte,suporte,0
3254,Suporte,pediu,pix,3
3254,Suporte,atendimento,atendimento,0
3255,Geral,erro,erro,0
3255,Geral,relatório,relatorio,1
3255,Geral,dashboard,dashboard,0
3255,Geral,relatório,relatorio,1
3255,Geral,dashboard,dashboard,0
3255,Geral,duas,bug,3
3255,Geral,probelma,problema,2
3255,Geral,platafroma,plataforma,2
3256,Suporte,relatório,relatorio,1
3256,Suporte,cartão,cartao,1
3256,Suporte,duas,bug,3
3256,Suporte,atendimento,atendimento,0
3256,Suporte,relatório,relatorio,1
3256,Suporte,erro,erro,0
3256,Suporte,integração,integracao,2
3256,Suporte,cartão,cartao,1
3257,Serviços,erro,erro,0
3257,Serviços,cadastro,cadastro,0
3258,Pós-venda,erro,erro,0
3258,Pós-venda,consultar,consultor,1
3258,Pós-venda,saldo,saldo,0
3258,Pós-venda,consultar,consultor,1
3258,Pós-venda,saldo,saldo,0
3258,Pós-venda,erro,erro,0
3258,Pós-venda,cartão,cartao,1
3258,Pós-venda,atendimento,atendimento,0
3258,Pós-venda,suporte,suporte,0
3258,Pós-venda,pediu,pix,3
3258,Pós-venda,atendimnto,atendimento,1
3260,Suporte,pagamento,pagamento,0
3260,Suporte,erro,erro,0
3260,Suporte,limite,limite,0
3260,Suporte,carregamento,carregamento,0
3260,Suporte,relatórios,relatorio,2
3260,Suporte,suporte,suporte,0
3260,Suporte,pediu,pix,3
3260,Suporte,atendimento,atendimento,0
3260,Suporte,bugou,bug,2
3261,Geral,extrato,extrato,0
3261,Geral,erro,erro,0
3261,Geral,cadastro,cadastro,0
3261,Geral,suporte,suporte,0
3261,Geral,pediu,pix,3
3261,Geral,atendimnto,atendimento,1
3261,Geral,probelma,problema,2
3262,Produto,atendimento,atendimento,0
3262,Produto,transferência,transferencia,1
3262,Produto,duas,bug,3
3262,Produto,erro,erro,0
3262,Produto,transferência,transferencia,1
3262,Produto,suporte,suporte,0
3262,Produto,pediu,pix,3
3263,Serviços,carregamento,carregamento,0
3263,Serviços,relatórios,relatorio,2
3263,Serviços,atendimento,atendimento,0
3263,Serviços,pagamento,pagamento,0
3263,Serviços,erro,erro,0
3263,Serviços,bugou,bug,2
3264,Suporte,carregamento,carregamento,0
3264,Suporte,relatórios,relatorio,2
3264,Suporte,transferência,transferencia,1
3264,Suporte,cadastro,cadastro,0
3264,Suporte,duas,bug,3
3264,Suporte,atendimento,atendimento,0
3264,Suporte,transferência,transferencia,1
3264,Suporte,erro,erro,0
3264,Suporte,extrato,extrato,0
3264,Suporte,cadastro,cadastro,0
3264,Suporte,bugou,bug,2
3265,Produto,atendimento,atendimento,0
3265,Produto,suporte,suporte,0
3265,Produto,pediu,pix,3
3265,Produto,carregamento,carregamento,0
3265,Produto,relatórios,relatorio,2
3266,Produto,suporte,suporte,0
3266,Produto,pediu,pix,3
3266,Produto,carregamento,carregamento,0
3266,Produto,relatórios,relatorio,2
3266,Produto,limite,limite,0
3266,Produto,relatório,relatorio,1
3266,Produto,erro,erro,0
3266,Produto,usabilidade,usabilidade,0
3266,Produto,probelma,problema,2
3266,Produto,ploblema,problema,1
3268,Produto,carregamento,carregamento,0
3268,Produto,relatórios,relatorio,2
3268,Produto,usabilidade,usabilidade,0
3268,Produto,atendimento,atendimento,0
3269,Produto,atendimento,atendimento,0
3269,Produto,suporte,suporte,0
3269,Produto,pediu,pix,3
3269,Produto,pagamento,pagamento,0
3269,Produto,limite,limite,0
3269,Produto,duas,bug,3
3269,Produto,carregamento,carregamento,0
3269,Produto,relatórios,relatorio,2
3269,Produto,limite,limite,0
3269,Produto,ploblema,problema,1
3270,Suporte,integrar,integracao,3
3270,Suporte,sistema,sistema,0
3270,Suporte,pagamentos,pagamento,1
3270,Suporte,duas,bug,3
3270,Suporte,demoro,erro,3
3271,Geral,onboarding,onboarding,0
3271,Geral,transferência,transferencia,1
3271,Geral,onboarding,onboarding,0
3271,Geral,duas,bug,3
3271,Geral,suporte,suporte,0
3271,Geral,pediu,pix,3
3271,Geral,atendimnto,atendimento,1
3272,Serviços,boleto,boleto,0
3272,Serviços,pagamentos,pagamento,1
3272,Serviços,duas,bug,3
3272,Serviços,boleto,boleto,0
3272,Serviços,erro,erro,0
3272,Serviços,pagamentos,pagamento,1
3272,Serviços,pagamentos,pagamento,1
3273,Suporte,carregamento,carregamento,0
3273,Suporte,relatórios,relatorio,2
3273,Suporte,suporte,suporte,0
3273,Suporte,pediu,pix,3
3274,Pós-venda,erro,erro,0
3274,Pós-venda,pagamento,pagamento,0
3274,Pós-venda,extrato,extrato,0
3274,Pós-venda,suporte,suporte,0
3274,Pós-venda,pediu,pix,3
3274,Pós-venda,carregamento,carregamento,0
3274,Pós-venda,relatórios,relatorio,2
3274,Pós-venda,pagamento,pagamento,0
3274,Pós-venda,erro,erro,0
3275,Produto,carregamento,carregamento,0
3275,Produto,relatórios,relatorio,2
3275,Produto,erro,erro,0
3275,Produto,integrar,integracao,3
3275,Produto,sistema,sistema,0
3275,Produto,performance,performance,0
3275,Produto,integrar,integracao,3
3275,Produto,sistema,sistema,0
3275,Produto,erro,erro,0
3275,Produto,extrato,extrato,0
3275,Produto,atendimento,atendimento,0
3275,Produto,platafroma,plataforma,2
3276,Serviços,erro,erro,0
3276,Serviços,transferência,transferencia,1
3276,Serviços,carregamento,carregamento,0
3276,Serviços,relatórios,relatorio,2
3276,Serviços,transferência,transferencia,1
3276,Serviços,erro,erro,0
3276,Serviços,cadastro,cadastro,0
3277,Suporte,erro,erro,0
3277,Suporte,consultar,consultor,1
3277,Suporte,limite,limite,0
3278,Geral,suporte,suporte,0
3278,Geral,pediu,pix,3
3278,Geral,bugou,bug,2
3279,Suporte,consultar,consultor,1
3279,Suporte,saldo,saldo,0
3279,Suporte,dashboard,dashboard,0
3279,Suporte,duas,bug,3
3279,Suporte,dashboard,dashboard,0
3279,Suporte,carregamento,carregamento,0
3279,Suporte,relatórios,relatorio,2
3279,Suporte,suporte,suporte,0
3279,Suporte,pediu,pix,3
3280,Suporte,atendimento,atendimento,0
3280,Suporte,pagamentos,pagamento,1
3280,Suporte,carregamento,carregamento,0
3280,Suporte,relatórios,relatorio,2
3280,Suporte,integrar,integracao,3
3280,Suporte,sistema,sistema,0
3280,Suporte,erro,erro,0
3280,Suporte,cadastro,cadastro,0
3281,Suporte,cadastro,cadastro,0
3281,Suporte,erro,erro,0
3281,Suporte,performance,performance,0
3281,Suporte,extrato,extrato,0
3282,Suporte,erro,erro,0
3282,Suporte,consultar,consultor,1
3282,Suporte,limite,limite,0
3282,Suporte,atendimento,atendimento,0
3282,Suporte,consultar,consultor,1
3282,Suporte,limite,limite,0
3282,Suporte,duas,bug,3
3282,Suporte,platafroma,plataforma,2
3283,Produto,nada,api,3
3284,Geral,atendimento,atendimento,0
3284,Geral,consultar,consultor,1
3284,Geral,limite,limite,0
3284,Geral,erro,erro,0
3284,Geral,relatórios,relatorio,2
3284,Geral,performance,performance,0
3284,Geral,consultar,consultor,1
3284,Geral,limite,limite,0
3284,Geral,performance,performance,0
3284,Geral,duas,bug,3
3284,Geral,platafroma,plataforma,2
3284,Geral,probelma,problema,2
3285,Suporte,carregamento,carregamento,0
3285,Suporte,relatórios,relatorio,2
3285,Suporte,login,login,0
3285,Suporte,demoro,erro,3
3285,Suporte,atendimnto,atendimento,1
3286,Produto,limite,limite,0
3286,Produto,limite,limite,0
3287,Geral,performance,performance,0
3287,Geral,performance,performance,0
3288,Pós-venda,usabilidade,usabilidade,0
3288,Pós-venda,consultar,consultor,1
3288,Pós-venda,saldo,saldo,0
3288,Pós-venda,usabilidade,usabilidade,0
3288,Pós-venda,duas,bug,3
3288,Pós-venda,usabilidade,usabilidade,0
3288,Pós-venda,suporte,suporte,0
3288,Pós-venda,pediu,pix,3
3288,Pós-venda,carregamento,carregamento,0
3288,Pós-venda,relatórios,relatorio,2
3289,Suporte,carregamento,carregamento,0
3289,Suporte,relatórios,relatorio,2
3289,Suporte,suporte,suporte,0
3289,Suporte,pediu,pix,3
3289,Suporte,demoro,erro,3
3290,Pós-venda,transferência,transferencia,1
3290,Pós-venda,erro,erro,0
3290,Pós-venda,login,login,0
3290,Pós-venda,erro,erro,0
3290,Pós-venda,transferência,transferencia,1
3290,Pós-venda,atendimento,atendimento,0
3291,Geral,atendimento,atendimento,0
3291,Geral,limite,limite,0
3291,Geral,boleto,boleto,0
3291,Geral,limite,limite,0
3291,Geral,duas,bug,3
3291,Geral,erro,erro,0
3291,Geral,boleto,boleto,0
3291,Geral,naum,api,3
3291,Geral,bugou,bug,2
3292,Geral,relatório,relatorio,1
3292,Geral,pagamentos,pagamento,1
3292,Geral,duas,bug,3
3292,Geral,pagamentos,pagamento,1
3292,Geral,suporte,suporte,0
3292,Geral,pediu,pix,3
3293,Pós-venda,atendimento,atendimento,0
3293,Pós-venda,carregamento,carregamento,0
3293,Pós-venda,relatórios,relatorio,2
3293,Pós-venda,cadastro,cadastro,0
3293,Pós-venda,cadastro,cadastro,0
3294,Produto,atendimento,atendimento,0
3294,Produto,boleto,boleto,0
3294,Produto,duas,bug,3
3294,Produto,suporte,suporte,0
3294,Produto,pediu,pix,3
3296,Suporte,consultar,consultor,1
3296,Suporte,saldo,saldo,0
3296,Suporte,erro,erro,0
3296,Suporte,carregamento,carregamento,0
3296,Suporte,relatórios,relatorio,2
3296,Suporte,suporte,suporte,0
3296,Suporte,pediu,pix,3
3297,Geral,pagamentos,pagamento,1
3297,Geral,ploblema,problema,1
3298,Serviços,usabilidade,usabilidade,0
3298,Serviços,suporte,suporte,0
3298,Serviços,pediu,pix,3
3298,Serviços,boleto,boleto,0
3298,Serviços,usabilidade,usabilidade,0
3298,Serviços,duas,bug,3
3298,Serviços,boleto,boleto,0
3298,Serviços,erro,erro,0
3298,Serviços,pagamentos,pagamento,1
3299,Serviços,atendimento,atendimento,0
3299,Serviços,cartão,cartao,1
3299,Serviços,suporte,suporte,0
3299,Serviços,pediu,pix,3
