id_comentario,responsavel,entidade,tipo
1875,Suporte,Precisei,LOC
1876,Suporte,Precisei,LOC
1878,Geral,Regular,LOC
1881,Produto,Tentei,PER
1882,Serviços,Precisei,LOC
1883,Suporte,Tentei,PER
1883,Suporte,dashboard,PER
1883,Suporte,Precisei,LOC
1885,Produto,onboarding,LOC
1885,Produto,dashboard,PER
1885,Produto,Precisei,LOC
1886,Suporte,Precisei,LOC
1887,Suporte,onboarding,PER
1888,Produto,Precisei,LOC
1889,Suporte,Precisei,LOC
1891,Produto,naum demoro msg,PER
1892,Produto,naum sitema,PER
1894,Suporte,Tentei,PER
1896,Serviços,Precisei,LOC
1897,Produto,Precisei,LOC
1897,Produto,Tentei,PER
1898,Suporte,Tentei,PER
1898,Suporte,vcs naum demoro,PER
1899,Produto,Precisei,LOC
1900,Produto,Precisei,LOC
1901,Geral,Precisei,LOC
1901,Geral,dashboard,PER
1901,Geral,platafroma vcs,PER
1903,Geral,Tentei,PER
1903,Geral,Precisei,LOC
1904,Produto,dashboard,PER
1905,Geral,Precisei,LOC
1906,Produto,Precisei,LOC
1907,Produto,limite,PER
1907,Produto,Tentei,PER
1908,Suporte,chat,PER
1908,Suporte,vcs,LOC
1909,Suporte,Ok,LOC
1910,Serviços,ploblema,LOC
1911,Suporte,Precisei,LOC
1911,Suporte,dashboard,PER
1912,Suporte,Tentei,PER
1914,Suporte,Precisei,LOC
1914,Suporte,vcs,PER
1916,Produto,Tentei,PER
1917,Produto,Tentei,PER
1918,Serviços,Tentei,PER
1918,Serviços,naum qdo msg,PER
1920,Produto,Precisei,LOC
1920,Produto,Tentei,PER
1921,Produto,Tentei,PER
1923,Serviços,Tentei,PER
1925,Serviços,Precisei,LOC
1926,Suporte,Ok,LOC
1928,Suporte,Tentei,PER
1929,Produto,Tentei,PER
1929,Produto,Precisei,LOC
1930,Produto,dashboard,LOC
1931,Serviços,Precisei,LOC
1933,Produto,onboarding,PER
1933,Produto,Precisei,LOC
1933,Produto,ploblema,LOC
1936,Produto,Tentei,PER
1937,Suporte,Tentei,PER
1937,Suporte,dashboard,PER
1939,Suporte,Precisei,LOC
1942,Geral,Precisei,LOC
1943,Pós-venda,Tentei,PER
1944,Serviços,Tentei,PER
1945,Geral,Precisei,LOC
1947,Serviços,Precisei,LOC
1947,Serviços,Tentei,PER
1947,Serviços,vcs,PER
1948,Suporte,Precisei,LOC
1949,Serviços,Precisei,LOC
1950,Pós-venda,Tentei,PER
1951,Produto,dashboard,PER
1954,Suporte,onboarding,PER
1955,Produto,Tentei,PER
1955,Produto,naum,PER
1956,Geral,Precisei,LOC
1957,Serviços,Precisei,LOC
1957,Serviços,travano msg probelma,MISC
1958,Suporte,Tentei,PER
1958,Suporte,Precisei,LOC
1958,Suporte,limite,PER
1958,Suporte,naum,LOC
1959,Produto,Precisei,LOC
1962,Produto,Precisei,LOC
1964,Suporte,Precisei,LOC
1967,Pós-venda,Normal,LOC
1969,Pós-venda,Tentei,PER
1969,Pós-venda,Precisei,LOC
1970,Suporte,platafroma,LOC
1971,Suporte,Precisei,LOC
1972,Serviços,Precisei,LOC
1975,Geral,Tentei,PER
1978,Pós-venda,Precisei,LOC
1978,Pós-venda,Tentei,PER
1980,Pós-venda,Precisei,LOC
1984,Produto,Precisei,LOC
1985,Suporte,Tentei,PER
1985,Suporte,Precisei,LOC
1988,Geral,Tentei,PER
1988,Geral,dashboard,PER
1988,Geral,probelma vcs demoro,PER
1989,Produto,Tentei,PER
1990,Suporte,Precisei,LOC
1991,Produto,Tentei,PER
1991,Produto,dashboard,PER
1991,Produto,ploblema travano,PER
1992,Geral,naum,LOC
1993,Serviços,Tentei,PER
1994,Serviços,Precisei,LOC
1995,Geral,Precisei,LOC
1996,Produto,Tentei,PER
1996,Produto,dashboard,PER
1999,Serviços,Tentei,PER
1999,Serviços,Precisei,LOC
2000,Produto,Tentei,PER
2000,Produto,dashboard,PER
2001,Geral,Tentei,PER
2001,Geral,Precisei,LOC
2002,Pós-venda,Precisei,LOC
2002,Pós-venda,ploblema naum vcs,PER
2003,Suporte,Tentei,PER
2003,Suporte,dashboard,PER
2003,Suporte,Precisei,LOC
2003,Suporte,vcs sitema,PER
2005,Serviços,Tentei,PER
2008,Serviços,Tentei,PER
2009,Suporte,platafroma,LOC
2011,Serviços,Tentei,PER
2011,Serviços,cadastro,LOC
2011,Serviços,naum,LOC
2012,Suporte,Precisei,LOC
2015,Serviços,Precisei,LOC
2016,Produto,Precisei,LOC
2017,Suporte,Tentei,PER
2019,Suporte,Tentei,PER
2019,Suporte,Precisei,LOC
2020,Produto,Tentei,PER
2020,Produto,bugou,LOC
2022,Geral,Tentei,PER
2022,Geral,vcs ploblema,PER
2024,Geral,chat,PER
2028,Suporte,Tentei,PER
2029,Suporte,Precisei,LOC
2030,Suporte,Precisei,LOC
2032,Suporte,Tentei,PER
2033,Produto,Tentei,PER
2034,Serviços,Tentei,PER
2034,Serviços,onboarding,PER
2034,Serviços,Precisei,LOC
2037,Geral,Tentei,PER
2038,Serviços,Precisei,LOC
2041,Serviços,onboarding,PER
2042,Suporte,Tentei,PER
2042,Suporte,travano vcs,PER
2045,Serviços,Precisei,LOC
2045,Serviços,Tentei,PER
2045,Serviços,dashboard,PER
2046,Geral,Precisei,LOC
2047,Geral,Normal,LOC
2048,Suporte,Tentei,PER
2049,Serviços,limite,PER
2049,Serviços,Tentei,PER
2050,Suporte,Tentei,PER
2052,Suporte,Tentei,PER
2053,Geral,onboarding,PER
2055,Suporte,Precisei,LOC
2057,Geral,Tentei,PER
2057,Geral,Precisei,LOC
2058,Produto,Tentei,PER
2059,Suporte,Precisei,LOC
2060,Serviços,Tentei,PER
2065,Suporte,onboarding,PER
2065,Suporte,Precisei,LOC
2067,Geral,Precisei,LOC
2068,Pós-venda,Tentei,PER
2068,Pós-venda,Precisei,LOC
2070,Produto,Precisei,LOC
2070,Produto,Tentei,PER
2071,Produto,Precisei,LOC
2071,Produto,Tentei,PER
2071,Produto,ploblema,LOC
2072,Suporte,Precisei,LOC
2073,Pós-venda,Regular,LOC
2074,Suporte,onboarding,PER
2074,Suporte,Precisei,LOC
2074,Suporte,travano,PER
2075,Produto,Tentei,PER
2075,Produto,Precisei,LOC
2076,Suporte,onboarding,PER
2078,Serviços,Precisei,LOC
2078,Serviços,Tentei,PER
2079,Suporte,onboarding,LOC
2080,Geral,Precisei,LOC
2080,Geral,Tentei,PER
2081,Serviços,Precisei,LOC
2084,Suporte,Precisei,LOC
2085,Serviços,Tentei,PER
2085,Serviços,Precisei,LOC
2085,Serviços,vcs,LOC
2086,Produto,Precisei,LOC
2087,Produto,Tentei,PER
2088,Geral,onboarding,MISC
2088,Geral,Precisei,LOC
2089,Serviços,Tentei,PER
2090,Suporte,Tentei,PER
2090,Suporte,dashboard,PER
2090,Suporte,dashboard,PER
2091,Pós-venda,Tentei,PER
2092,Produto,onboarding,MISC
2093,Geral,Precisei,LOC
2093,Geral,Tentei,PER
2094,Serviços,Tentei,PER
2094,Serviços,naum,PER
2095,Serviços,Precisei,LOC
2096,Produto,login,PER
2096,Produto,Precisei,LOC
2097,Suporte,Precisei,LOC
2097,Suporte,naum,LOC
2098,Suporte,Tentei,PER
2102,Produto,Precisei,LOC
2104,Suporte,Tentei,PER
2105,Serviços,dashboard,PER
2106,Suporte,Precisei,LOC
2107,Produto,Tentei,PER
2107,Produto,onboarding,MISC
2108,Produto,Precisei,LOC
2109,Produto,Precisei,LOC
2110,Geral,Precisei,LOC
2111,Suporte,Regular,LOC
2113,Serviços,Tentei,PER
2113,Serviços,ploblema,LOC
2114,Suporte,Precisei,LOC
2115,Serviços,Tentei,PER
2117,Pós-venda,login,PER
2118,Produto,Precisei,LOC
2119,Pós-venda,onboarding,PER
2119,Pós-venda,Tentei,PER
2119,Pós-venda,Precisei,LOC
2120,Serviços,Tentei,PER
2120,Serviços,Precisei,LOC
2122,Suporte,Ok,LOC
2123,Produto,Tentei,PER
2123,Produto,Precisei,LOC
2124,Serviços,Precisei,LOC
2125,Suporte,Tentei,PER
2125,Suporte,onboarding,PER
2126,Suporte,Tentei,PER
2126,Suporte,vcs platafroma qdo,PER
2128,Pós-venda,Tentei,PER
2128,Pós-venda,dashboard,PER
2128,Pós-venda,Precisei,LOC
2129,Geral,Tentei,PER
2130,Suporte,Precisei,LOC
2131,Geral,naum,LOC
2132,Suporte,naum sitema ploblema,PER
2135,Serviços,Tentei,PER
2135,Serviços,Precisei,LOC
2135,Serviços,vcs demoro,PER
2136,Serviços,Precisei,LOC
2137,Geral,Tentei,PER
2137,Geral,dashboard,PER
2137,Geral,dashboard,PER
2137,Geral,vcs,PER
2138,Serviços,Tentei,PER
2139,Produto,Tentei,PER
2140,Suporte,Precisei,LOC
2144,Produto,Tentei,PER
2145,Suporte,Tentei,PER
2145,Suporte,dashboard,PER
2145,Suporte,Precisei,LOC
2146,Serviços,ploblema,LOC
2147,Serviços,chat,PER
2147,Serviços,naum,LOC
2148,Suporte,Precisei,LOC
2148,Suporte,onboarding,MISC
2148,Suporte,Tentei,PER
2148,Suporte,naum demoro ploblema,PER
2149,Serviços,dashboard,PER
2150,Suporte,Precisei,LOC
2152,Suporte,Tentei,PER
2154,Serviços,Tentei,PER
2155,Produto,dashboard,PER
2155,Produto,Tentei,PER
2155,Produto,dashboard,PER
2156,Pós-venda,Precisei,LOC
2156,Pós-venda,Tentei,PER
2156,Pós-venda,vcs travano,PER
2157,Serviços,Precisei,LOC
2157,Serviços,Tentei,PER
2158,Produto,Tentei,PER
2159,Serviços,Tentei,PER
2159,Serviços,dashboard,PER
2159,Serviços,dashboard,PER
2162,Suporte,Tentei,PER
2163,Suporte,Precisei,LOC
2164,Suporte,Precisei,LOC
2166,Produto,Tentei,PER
2166,Produto,Precisei,LOC
2168,Suporte,Tentei,PER
2169,Produto,Tentei,PER
2171,Produto,Tentei,PER
2171,Produto,Precisei,LOC
2173,Suporte,Precisei,LOC
2173,Suporte,Tentei,PER
2173,Suporte,naum,LOC
2174,Serviços,Precisei,LOC
2174,Serviços,onboarding,PER
2175,Geral,Tentei,PER
2176,Serviços,Precisei,LOC
2181,Suporte,Precisei,LOC
2183,Produto,Tentei,PER
2185,Serviços,Precisei,LOC
2186,Produto,Ok,LOC
2187,Produto,Tentei,PER
2187,Produto,Precisei,LOC
2187,Produto,vcs,LOC
2188,Suporte,Tentei,PER
2190,Geral,ploblema,PER
2191,Geral,Tentei,PER
2191,Geral,Precisei,LOC
2192,Serviços,Precisei,LOC
2193,Suporte,naum,LOC
2194,Suporte,Tentei,PER
2194,Suporte,Precisei,LOC
2195,Serviços,Tentei,PER
2195,Serviços,Precisei,LOC
2195,Serviços,ploblema,PER
2196,Serviços,Tentei,PER
2196,Serviços,dashboard,PER
2198,Pós-venda,dashboard,PER
2198,Pós-venda,Tentei,PER
2198,Pós-venda,dashboard,PER
2200,Produto,Precisei,LOC
2200,Produto,probelma vcs platafroma,PER
2203,Produto,Precisei,LOC
2203,Produto,vcs platafroma,PER
2206,Geral,Tentei,PER
2207,Produto,Tentei,PER
2209,Suporte,Tentei,PER
2209,Suporte,Precisei,LOC
2210,Produto,Precisei,LOC
2211,Serviços,Tentei,PER
2212,Geral,Normal,LOC
2213,Suporte,limite,PER
2213,Suporte,naum,PER
2214,Serviços,Tentei,PER
2215,Serviços,Tentei,PER
2216,Suporte,Precisei,LOC
2218,Serviços,Tentei,PER
2226,Suporte,Tentei,PER
2227,Serviços,platafroma ploblema,PER
2228,Produto,Precisei,LOC
2229,Suporte,Precisei,LOC
2229,Suporte,Tentei,PER
2230,Produto,Tentei,PER
2231,Serviços,Tentei,PER
2233,Produto,Tentei,PER
2233,Produto,ploblema,LOC
2234,Suporte,Tentei,PER
2235,Produto,Precisei,LOC
2235,Produto,Tentei,PER
2236,Serviços,Precisei,LOC
2237,Suporte,Regular,LOC
2239,Suporte,Precisei,LOC
2242,Geral,ploblema,LOC
2244,Serviços,Precisei,LOC
2244,Serviços,dashboard,PER
2245,Serviços,Tentei,PER
2248,Serviços,Normal,LOC
2249,Suporte,vcs qdo,PER
2250,Serviços,Tentei,PER
2252,Suporte,Tentei,PER
2252,Suporte,Precisei,LOC
2252,Suporte,vcs,LOC
2255,Suporte,Tentei,PER
2255,Suporte,Precisei,LOC
2256,Serviços,Tentei,PER
2256,Serviços,Precisei,LOC
2257,Suporte,Precisei,LOC
2257,Suporte,vcs probelma,PER
2258,Suporte,onboarding,MISC
2258,Suporte,ploblema,PER
2259,Serviços,Tentei,PER
2262,Produto,Precisei,LOC
2262,Produto,Tentei,PER
2263,Produto,Precisei,LOC
2264,Produto,Precisei,LOC
2265,Suporte,Precisei,LOC
2265,Suporte,Tentei,PER
2267,Produto,platafroma demoro probelma,PER
2268,Serviços,Tentei,PER
2271,Serviços,Tentei,PER
2271,Serviços,vcs,LOC
2274,Pós-venda,Precisei,LOC
2274,Pós-venda,Tentei,PER
2275,Serviços,probelma demoro,PER
2276,Suporte,Tentei,PER
2276,Suporte,dashboard,PER
2277,Suporte,Normal,LOC
2278,Suporte,Precisei,LOC
2278,Suporte,Tentei,PER
2278,Suporte,naum ploblema vcs,PER
2280,Suporte,Regular,LOC
2281,Produto,dashboard,PER
2283,Serviços,Precisei,LOC
2285,Serviços,Tentei,PER
2285,Serviços,vcs,PER
2286,Geral,Tentei,PER
2286,Geral,naum travano,PER
2288,Suporte,Precisei,LOC
2288,Suporte,Tentei,PER
2289,Geral,Precisei,LOC
2291,Suporte,Precisei,LOC
2292,Geral,Tentei,PER
2292,Geral,vcs,LOC
2293,Pós-venda,chat,PER
2294,Pós-venda,Precisei,LOC
2295,Produto,Tentei,PER
2297,Produto,Regular,LOC
2299,Pós-venda,Tentei,PER
2299,Pós-venda,Precisei,LOC
2301,Suporte,naum,LOC
2303,Suporte,Precisei,LOC
2303,Suporte,login,PER
2303,Suporte,Tentei,PER
2304,Pós-venda,onboarding,PER
2304,Pós-venda,naum demoro msg,PER
2305,Pós-venda,Tentei,PER
2308,Serviços,Tentei,PER
2308,Serviços,Precisei,LOC
2309,Geral,Tentei,PER
2309,Geral,Precisei,LOC
2310,Serviços,Precisei,LOC
2310,Serviços,Tentei,PER
2311,Serviços,Precisei,LOC
2311,Serviços,Tentei,PER
2312,Produto,Regular,LOC
2314,Produto,Tentei,PER
2315,Pós-venda,Tentei,PER
2315,Pós-venda,dashboard,PER
2316,Suporte,Precisei,LOC
2317,Geral,naum,LOC
2319,Suporte,Precisei,LOC
2320,Geral,Tentei,PER
2321,Serviços,Precisei,LOC
2323,Produto,Tentei,PER
2328,Suporte,Precisei,LOC
2329,Produto,Ok,LOC
2330,Serviços,cadastro,LOC
2332,Produto,Tentei,PER
2333,Pós-venda,dashboard,PER
2333,Pós-venda,ploblema probelma platafroma,PER
2334,Suporte,Precisei,LOC
2335,Produto,Tentei,PER
2336,Suporte,Tentei,PER
2339,Suporte,Tentei,PER
2339,Suporte,Precisei,LOC
2342,Serviços,Precisei,LOC
2343,Produto,Tentei,PER
2343,Produto,Precisei,LOC
2344,Geral,Tentei,PER
2345,Pós-venda,Precisei,LOC
2347,Geral,cadastro,LOC
2348,Produto,Tentei,PER
2349,Geral,Precisei,LOC
2350,Suporte,Precisei,LOC
2351,Geral,Precisei,LOC
2351,Geral,Tentei,PER
2354,Geral,Precisei,LOC
2356,Produto,Tentei,PER
2357,Geral,Ok,LOC
2359,Produto,Precisei,LOC
2359,Produto,Tentei,PER
2360,Produto,Precisei,LOC
2360,Produto,Tentei,PER
2361,Suporte,Tentei,PER
2361,Suporte,Precisei,LOC
2362,Suporte,Tentei,PER
2362,Suporte,Precisei,LOC
2363,Suporte,travano vcs ploblema,PER
2364,Produto,Tentei,PER
2364,Produto,Precisei,LOC
2365,Produto,Tentei,PER
2365,Produto,Precisei,LOC
2366,Geral,Precisei,LOC
2366,Geral,Tentei,PER
2370,Serviços,vcs,LOC
2371,Serviços,Tentei,PER
2371,Serviços,Precisei,LOC
2372,Geral,Tentei,PER
2373,Serviços,Tentei,PER
2374,Produto,Tentei,PER
2375,Serviços,Precisei,LOC
2376,Pós-venda,Ok,LOC
2377,Suporte,travano,LOC
2378,Pós-venda,Precisei,LOC
2379,Produto,Precisei,LOC
2379,Produto,Tentei,PER
2380,Serviços,Tentei,PER
2380,Serviços,Precisei,LOC
2382,Suporte,Tentei,PER
2383,Produto,Tentei,PER
2383,Produto,dashboard,PER
2385,Produto,Precisei,LOC
2385,Produto,naum,LOC
2386,Produto,Precisei,LOC
2387,Serviços,Tentei,PER
2387,Serviços,onboarding,LOC
2389,Serviços,Tentei,PER
2389,Serviços,Precisei,LOC
2391,Serviços,Tentei,PER
2393,Geral,Tentei,PER
2394,Suporte,Tentei,PER
2394,Suporte,dashboard,PER
2395,Suporte,Tentei,PER
2395,Suporte,Precisei,LOC
2396,Produto,Tentei,PER
2397,Produto,Tentei,PER
2397,Produto,Precisei,LOC
2397,Produto,travano naum,PER
2398,Pós-venda,Tentei,PER
2399,Pós-venda,Tentei,PER
2399,Pós-venda,Precisei,LOC
2400,Serviços,Precisei,LOC
2402,Geral,Precisei,LOC
2403,Serviços,Precisei,LOC
2404,Serviços,Precisei,LOC
2405,Produto,Tentei,PER
2405,Produto,Precisei,LOC
2406,Produto,Normal,LOC
2408,Pós-venda,Tentei,PER
2409,Suporte,Precisei,LOC
2413,Suporte,Tentei,PER
2414,Geral,Tentei,PER
2415,Produto,Precisei,LOC
2419,Suporte,Tentei,PER
2420,Suporte,Precisei,LOC
2421,Geral,Tentei,PER
2421,Geral,Precisei,LOC
2425,Produto,naum,LOC
2426,Suporte,Precisei,LOC
2429,Geral,Tentei,PER
2429,Geral,naum,LOC
2430,Suporte,Tentei,PER
2430,Suporte,vcs,PER
2431,Produto,Tentei,PER
2433,Geral,naum,LOC
2434,Produto,Precisei,LOC
2435,Serviços,Tentei,PER
2435,Serviços,limite,PER
2436,Suporte,Precisei,LOC
2436,Suporte,Tentei,PER
2436,Suporte,vcs travano,PER
2438,Serviços,Precisei,LOC
2441,Suporte,Precisei,LOC
2441,Suporte,Tentei,PER
2441,Suporte,vcs travano,PER
2442,Serviços,Precisei,LOC
2442,Serviços,vcs,LOC
2442,Serviços,naum,LOC
2443,Produto,Precisei,LOC
2444,Produto,Precisei,LOC
2444,Produto,Tentei,PER
2444,Produto,login,PER
2444,Produto,demoro vcs,PER
2445,Produto,Regular,LOC
2447,Pós-venda,Precisei,LOC
2447,Pós-venda,Tentei,PER
2448,Produto,Tentei,PER
2448,Produto,naum,LOC
2449,Serviços,Precisei,LOC
2449,Serviços,vcs,LOC
2450,Produto,dashboard,PER
2450,Produto,Tentei,PER
2450,Produto,dashboard,PER
2451,Suporte,Tentei,PER
2452,Serviços,Precisei,LOC
2452,Serviços,Tentei,PER
2453,Suporte,vcs qdo,PER
2454,Pós-venda,Tentei,PER
2454,Pós-venda,Precisei,LOC
2455,Produto,Precisei,LOC
2456,Suporte,Tentei,PER
2458,Suporte,Tentei,PER
2458,Suporte,Precisei,LOC
2460,Pós-venda,Tentei,PER
2461,Suporte,dashboard,PER
2461,Suporte,vcs,PER
2462,Serviços,Tentei,PER
2463,Produto,Precisei,LOC
2463,Produto,Tentei,PER
2464,Serviços,Precisei,LOC
2466,Suporte,Precisei,LOC
2466,Suporte,vcs naum,PER
2468,Produto,Precisei,LOC
2468,Produto,Tentei,PER
2468,Produto,onboarding,PER
2468,Produto,vcs,PER
2470,Suporte,Tentei,PER
2471,Produto,Precisei,LOC
2472,Produto,Tentei,PER
2475,Serviços,Precisei,LOC
2476,Geral,dashboard,PER
2478,Produto,Tentei,PER
2478,Produto,dashboard,PER
2480,Serviços,Precisei,LOC
2480,Serviços,Tentei,PER
2481,Produto,Tentei,PER
2482,Produto,Tentei,PER
2483,Produto,Tentei,PER
2483,Produto,dashboard,PER
2483,Produto,dashboard,PER
2485,Geral,vcs,LOC
2486,Geral,Precisei,LOC
2487,Suporte,Regular,LOC
2489,Suporte,Precisei,LOC
2490,Produto,Tentei,PER
2493,Serviços,Precisei,LOC
2493,Serviços,vcs demoro,PER
2494,Suporte,Tentei,PER
2495,Suporte,Precisei,LOC
2495,Suporte,naum,PER
2498,Geral,Tentei,PER
2498,Geral,Precisei,LOC
2499,Serviços,Tentei,PER
2499,Serviços,naum,LOC
2501,Serviços,Tentei,PER
2502,Serviços,Tentei,PER
2502,Serviços,dashboard,PER
2502,Serviços,Precisei,LOC
2502,Serviços,platafroma,LOC
2503,Produto,Tentei,PER
2505,Serviços,Tentei,PER
2506,Produto,Tentei,PER
2507,Serviços,Tentei,PER
2508,Produto,Tentei,PER
2509,Serviços,Tentei,PER
2510,Suporte,Normal,LOC
2511,Geral,Precisei,LOC
2511,Geral,travano naum,PER
2514,Serviços,vcs travano,PER
2515,Suporte,dashboard,LOC
2516,Geral,Precisei,LOC
2517,Produto,Precisei,LOC
2518,Serviços,Precisei,LOC
2519,Geral,Tentei,PER
2519,Geral,limite,PER
2519,Geral,Precisei,LOC
2520,Produto,Tentei,PER
2521,Serviços,Precisei,LOC
2522,Geral,Precisei,LOC
2522,Geral,travano,PER
2523,Produto,Tentei,PER
2523,Produto,Precisei,LOC
2528,Suporte,Tentei,PER
2528,Suporte,Precisei,LOC
2529,Pós-venda,Tentei,PER
2530,Produto,Precisei,LOC
2531,Suporte,Ok,LOC
2533,Produto,Precisei,LOC
2534,Geral,Tentei,PER
2538,Produto,Precisei,LOC
2538,Produto,vcs sitema platafroma,PER
2539,Produto,Tentei,PER
2540,Pós-venda,Regular,LOC
2542,Geral,ploblema,LOC
2543,Suporte,vcs,LOC
2544,Produto,Precisei,LOC
2545,Serviços,Precisei,LOC
2547,Pós-venda,Tentei,PER
2547,Pós-venda,Precisei,LOC
2548,Pós-venda,Normal,LOC
2549,Geral,Tentei,PER
2550,Suporte,Precisei,LOC
2550,Suporte,Tentei,PER
2551,Produto,Precisei,LOC
2551,Produto,cadastro,LOC
2551,Produto,Tentei,PER
2555,Geral,Tentei,PER
2555,Geral,vcs ploblema,PER
2556,Produto,Tentei,PER
2558,Suporte,Tentei,PER
2559,Suporte,Tentei,PER
2559,Suporte,Precisei,LOC
2560,Produto,Precisei,LOC
2561,Pós-venda,Tentei,PER
2561,Pós-venda,vcs,PER
2562,Geral,Precisei,LOC
2563,Suporte,relatórios,PER
2563,Suporte,vcs ploblema,PER
2564,Produto,Precisei,LOC
2565,Pós-venda,ploblema naum,PER
2566,Produto,Precisei,LOC
2567,Produto,Tentei,PER
2567,Produto,naum,PER
2568,Produto,Tentei,PER
2568,Produto,probelma platafroma ploblema,PER
2570,Suporte,Precisei,LOC
2571,Suporte,Regular,LOC
2574,Serviços,Precisei,LOC
2575,Produto,dashboard,PER
2575,Produto,Precisei,LOC
2576,Serviços,Precisei,LOC
2576,Serviços,Tentei,PER
2577,Suporte,Tentei,PER
2577,Suporte,dashboard,PER
2577,Suporte,dashboard,PER
2578,Suporte,Precisei,LOC
2579,Pós-venda,Precisei,LOC
2579,Pós-venda,platafroma ploblema,PER
2580,Pós-venda,ploblema demoro travano,PER
2581,Suporte,Precisei,LOC
2581,Suporte,Tentei,PER
2582,Pós-venda,Precisei,LOC
2582,Pós-venda,naum,LOC
2583,Suporte,Precisei,LOC
2584,Produto,Precisei,LOC
2584,Produto,onboarding,PER
2586,Suporte,Precisei,LOC
2588,Serviços,Tentei,PER
2588,Serviços,Precisei,LOC
2589,Pós-venda,Precisei,LOC
2589,Pós-venda,Tentei,PER
2589,Pós-venda,dashboard,PER
2590,Serviços,Precisei,LOC
2591,Suporte,Tentei,PER
2591,Suporte,travano,PER
2593,Pós-venda,Precisei,LOC
2593,Pós-venda,onboarding,PER
2594,Suporte,travano,PER
2595,Produto,Normal,LOC
2596,Suporte,Precisei,LOC
2596,Suporte,cadastro,LOC
2596,Suporte,limite,PER
2597,Produto,Tentei,PER
2598,Suporte,Tentei,PER
2599,Produto,Precisei,LOC
2599,Produto,Tentei,PER
2601,Suporte,Tentei,PER
2602,Suporte,dashboard,LOC
2605,Produto,Tentei,PER
2605,Produto,Precisei,LOC
2606,Suporte,Tentei,PER
2606,Suporte,Precisei,LOC
2607,Geral,Precisei,LOC
2607,Geral,Tentei,PER
2614,Suporte,Tentei,PER
2615,Suporte,Tentei,PER
2616,Produto,Precisei,LOC
2618,Produto,Tentei,PER
2619,Suporte,Tentei,PER
2620,Serviços,Tentei,PER
2623,Pós-venda,travano,LOC
2624,Geral,Precisei,LOC
2624,Geral,naum,LOC
2625,Serviços,Precisei,LOC
2626,Produto,Tentei,PER
2626,Produto,onboarding,PER
2626,Produto,Precisei,LOC
2627,Produto,Tentei,PER
2628,Geral,Precisei,LOC
2628,Geral,Tentei,PER
2628,Geral,chat,PER
2631,Produto,Tentei,PER
2633,Suporte,Tentei,PER
2633,Suporte,onboarding,MISC
2634,Geral,msg,ORG
2635,Suporte,Tentei,PER
2636,Suporte,onboarding,PER
2636,Suporte,Precisei,LOC
2636,Suporte,ploblema,LOC
2637,Produto,Tentei,PER
2637,Produto,demoro platafroma,PER
2639,Suporte,Tentei,PER
2639,Suporte,Precisei,LOC
2640,Pós-venda,Precisei,LOC
2641,Serviços,naum platafroma,PER
2642,Suporte,Tentei,PER
2642,Suporte,Precisei,LOC
2643,Geral,Tentei,PER
2644,Serviços,Tentei,PER
2645,Geral,Tentei,PER
2649,Produto,dashboard,PER
2649,Produto,Precisei,LOC
2650,Produto,Precisei,LOC
2650,Produto,Tentei,PER
2651,Geral,Tentei,PER
2652,Suporte,Precisei,LOC
2654,Produto,Tentei,PER
2654,Produto,Precisei,LOC
2654,Produto,naum,LOC
2656,Produto,ploblema vcs,PER
2658,Geral,Precisei,LOC
2660,Geral,Tentei,PER
2662,Produto,Tentei,PER
2662,Produto,cadastro,LOC
2663,Produto,Precisei,LOC
2663,Produto,onboarding,MISC
2665,Geral,Tentei,PER
2670,Suporte,Precisei,LOC
2671,Produto,Tentei,PER
2671,Produto,onboarding,PER
2671,Produto,Precisei,LOC
2672,Serviços,Tentei,PER
2672,Serviços,Precisei,LOC
2674,Suporte,Precisei,LOC
2677,Produto,Precisei,LOC
2678,Serviços,Precisei,LOC
2679,Produto,Precisei,LOC
2680,Produto,Precisei,LOC
2680,Produto,Tentei,PER
2681,Serviços,limite,PER
2681,Serviços,Precisei,LOC
2683,Serviços,Precisei,LOC
2685,Produto,Tentei,PER
2687,Pós-venda,Tentei,PER
2687,Pós-venda,Precisei,LOC
2689,Suporte,Precisei,LOC
2689,Suporte,vcs,LOC
2690,Serviços,Tentei,PER
2693,Suporte,Precisei,LOC
2695,Serviços,Tentei,PER
2696,Serviços,Precisei,LOC
2696,Serviços,cadastro,LOC
2697,Produto,Ok,LOC
2698,Suporte,Tentei,PER
2700,Produto,Precisei,LOC
2700,Produto,Tentei,PER
2700,Produto,dashboard,PER
2701,Serviços,Tentei,PER
2701,Serviços,Precisei,LOC
2702,Serviços,Precisei,LOC
2703,Produto,Tentei,PER
2703,Produto,Precisei,LOC
2704,Serviços,Precisei,LOC
2705,Suporte,Precisei,LOC
2705,Suporte,chat,PER
2706,Suporte,Precisei,LOC
2706,Suporte,Tentei,PER
2708,Pós-venda,Precisei,LOC
2708,Pós-venda,Tentei,PER
2708,Pós-venda,naum,LOC
2710,Suporte,Tentei,PER
2710,Suporte,naum,LOC
2711,Pós-venda,Precisei,LOC
2712,Suporte,Tentei,PER
2712,Suporte,vcs ploblema,PER
2713,Suporte,Precisei,LOC
2715,Serviços,Tentei,PER
2716,Suporte,Precisei,LOC
2717,Serviços,Tentei,PER
2717,Serviços,vcs msg probelma,PER
2718,Produto,Precisei,LOC
2718,Produto,Tentei,PER
2719,Produto,Tentei,PER
2719,Produto,naum,LOC
