comentario,nota,responsavel
O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto.,10,Suporte
"Consegui integrar sistema, mas depois apareceu erro em performance. As notificações chegaram atrasadas.",10,Serviços
"O carregamento dos relatórios demorou. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em login. Depois da atualização API ficou mais simples. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.",0,Suporte
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,8,Geral
O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e relatórios travou duas vezes.,1,Suporte
Tentei consultar saldo e notificações travou duas vezes. O carregamento dos relatórios demorou. Depois da atualização notificações ficou mais simples.,7,Suporte
Depois da atualização limite ficou mais simples. As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir.,4,Produto
As notificações chegaram atrasadas. limite demorou para responder.,9,Produto
"Tentei consultar limite e relatórios travou duas vezes. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. Consegui consultar limite, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. travano",0,Produto
As notificações chegaram atrasadas. Depois da atualização integração ficou mais simples. O suporte pediu novamente as mesmas informações. Tentei atualizar cadastro e integração travou duas vezes. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. atendimnto,4,Suporte
O suporte pediu novamente as mesmas informações. Tentei consultar saldo e chat travou duas vezes. Depois da atualização chat ficou mais simples. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. atendimnto,10,Serviços
O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar saldo.,1,Geral
Tudo certo.,9,Produto
limite demorou para responder. Recebi erro enquanto tentava baixar relatório. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. travano,2,Pós-venda
extrato demorou para responder. Precisei repetir algumas etapas para concluir. bugou qdo naum,2,Geral
"Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em relatórios. O carregamento dos relatórios demorou.",7,Serviços
"Recebi erro enquanto tentava acompanhar pagamento. Tentei acompanhar pagamento e onboarding travou duas vezes. As notificações chegaram atrasadas. onboarding demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir.",3,Produto
"Consegui consultar limite, mas depois apareceu erro em pagamentos. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. Tentei consultar limite e extrato travou duas vezes. Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas. msg",1,Produto
Precisei repetir algumas etapas para concluir. Depois da atualização chat ficou mais simples. Tentei integrar sistema e chat travou duas vezes. Recebi erro enquanto tentava integrar sistema. chat demorou para responder. O suporte pediu novamente as mesmas informações.,3,Geral
Sem opinião.,7,Produto
Tudo certo.,3,Serviços
As notificações chegaram atrasadas. Tentei fazer transferência e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou.,0,Produto
"Consegui integrar sistema, mas depois apareceu erro em relatórios. Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas.",3,Suporte
"As notificações chegaram atrasadas. Tentei baixar relatório e onboarding travou duas vezes. O carregamento dos relatórios demorou. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. onboarding demorou para responder. travano demoro",8,Suporte
"Depois da atualização cadastro ficou mais simples. Consegui acompanhar pagamento, mas depois apareceu erro em onboarding. msg",7,Geral
Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Tentei baixar relatório e performance travou duas vezes.,6,Suporte
"Consegui atualizar cadastro, mas depois apareceu erro em login. Recebi erro enquanto tentava atualizar cadastro. O carregamento dos relatórios demorou. onboarding demorou para responder. Precisei repetir algumas etapas para concluir. ploblema msg",4,Suporte
O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. Tentei integrar sistema e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. demoro platafroma,7,Produto
O atendimento resolveu rápido a solicitação. Depois da atualização cadastro ficou mais simples. cadastro demorou para responder. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,7,Produto
"Tentei integrar sistema e notificações travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.",6,Suporte
As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,6,Pós-venda
"Consegui consultar limite, mas depois apareceu erro em performance. O carregamento dos relatórios demorou. naum platafroma",2,Serviços
O atendimento resolveu rápido a solicitação. Depois da atualização usabilidade ficou mais simples. Tentei baixar relatório e usabilidade travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava baixar relatório.,7,Suporte
notificações demorou para responder. Depois da atualização notificações ficou mais simples. Recebi erro enquanto tentava baixar relatório. O atendimento resolveu rápido a solicitação. Tentei baixar relatório e notificações travou duas vezes. As notificações chegaram atrasadas.,6,Geral
relatórios demorou para responder. Tentei consultar limite e relatórios travou duas vezes. As notificações chegaram atrasadas.,5,Serviços
"Tentei acompanhar pagamento e API travou duas vezes. API demorou para responder. Consegui acompanhar pagamento, mas depois apareceu erro em notificações.",2,Geral
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações.,4,Pós-venda
O atendimento resolveu rápido a solicitação. Depois da atualização extrato ficou mais simples. As notificações chegaram atrasadas. demoro,0,Serviços
As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. atendimnto ploblema naum,2,Suporte
dashboard demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,5,Produto
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e limite travou duas vezes.,0,Produto
cadastro demorou para responder. Tentei consultar limite e cadastro travou duas vezes. msg bugou vcs,6,Geral
"As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Consegui integrar sistema, mas depois apareceu erro em dashboard. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava integrar sistema.",1,Suporte
Recebi erro enquanto tentava baixar relatório. O suporte pediu novamente as mesmas informações. API demorou para responder.,8,Produto
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Tentei baixar relatório e onboarding travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em dashboard. Precisei repetir algumas etapas para concluir. naum",6,Produto
login demorou para responder. O carregamento dos relatórios demorou.,0,Produto
Recebi erro enquanto tentava fazer transferência. Depois da atualização login ficou mais simples. ploblema vcs,1,Produto
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,8,Produto
login demorou para responder. As notificações chegaram atrasadas. Depois da atualização login ficou mais simples. Precisei repetir algumas etapas para concluir. probelma,5,Geral
Mais ou menos.,6,Geral
Tentei acompanhar pagamento e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. Depois da atualização relatórios ficou mais simples. bugou,5,Geral
Recebi erro enquanto tentava consultar limite. O suporte pediu novamente as mesmas informações. msg probelma bugou,6,Produto
Recebi erro enquanto tentava integrar sistema. Depois da atualização cadastro ficou mais simples. Tentei integrar sistema e cadastro travou duas vezes. O carregamento dos relatórios demorou. cadastro demorou para responder. As notificações chegaram atrasadas.,1,Produto
Precisei repetir algumas etapas para concluir. onboarding demorou para responder. msg qdo vcs,7,Produto
"Consegui fazer transferência, mas depois apareceu erro em extrato. performance demorou para responder. Depois da atualização performance ficou mais simples.",2,Geral
O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. notificações demorou para responder. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e notificações travou duas vezes. Depois da atualização notificações ficou mais simples.,9,Geral
"Consegui emitir boleto, mas depois apareceu erro em dashboard. Depois da atualização integração ficou mais simples. Recebi erro enquanto tentava emitir boleto. integração demorou para responder. O suporte pediu novamente as mesmas informações. platafroma",5,Pós-venda
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples.,7,Produto
"O carregamento dos relatórios demorou. Consegui emitir boleto, mas depois apareceu erro em chat. Recebi erro enquanto tentava emitir boleto. Depois da atualização extrato ficou mais simples. extrato demorou para responder. O suporte pediu novamente as mesmas informações.",2,Serviços
Depois da atualização notificações ficou mais simples. notificações demorou para responder. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite.,7,Pós-venda
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,5,Suporte
Tentei acompanhar pagamento e onboarding travou duas vezes. onboarding demorou para responder. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Recebi erro enquanto tentava acompanhar pagamento. O carregamento dos relatórios demorou.,6,Produto
Tentei consultar limite e pagamentos travou duas vezes. Precisei repetir algumas etapas para concluir.,10,Serviços
"As notificações chegaram atrasadas. extrato demorou para responder. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava acompanhar pagamento. Consegui acompanhar pagamento, mas depois apareceu erro em limite. msg bugou atendimnto",1,Suporte
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento.,2,Suporte
"Depois da atualização usabilidade ficou mais simples. Consegui integrar sistema, mas depois apareceu erro em dashboard. Recebi erro enquanto tentava integrar sistema.",10,Suporte
O suporte pediu novamente as mesmas informações. Depois da atualização API ficou mais simples.,7,Suporte
"O suporte pediu novamente as mesmas informações. login demorou para responder. Consegui emitir boleto, mas depois apareceu erro em usabilidade. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",9,Produto
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,7,Serviços
notificações demorou para responder. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir.,1,Produto
Precisei repetir algumas etapas para concluir. Tentei acompanhar pagamento e login travou duas vezes. O carregamento dos relatórios demorou.,3,Produto
O suporte pediu novamente as mesmas informações. limite demorou para responder. Depois da atualização limite ficou mais simples. Precisei repetir algumas etapas para concluir.,6,Serviços
"Consegui atualizar cadastro, mas depois apareceu erro em login. Recebi erro enquanto tentava atualizar cadastro. As notificações chegaram atrasadas.",5,Geral
"Consegui atualizar cadastro, mas depois apareceu erro em extrato. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava atualizar cadastro. O atendimento resolveu rápido a solicitação. Depois da atualização limite ficou mais simples.",0,Serviços
performance demorou para responder. O carregamento dos relatórios demorou. Depois da atualização performance ficou mais simples. O suporte pediu novamente as mesmas informações.,5,Suporte
"Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e integração travou duas vezes. Depois da atualização integração ficou mais simples. probelma travano",3,Produto
Recebi erro enquanto tentava consultar limite. API demorou para responder. O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples.,10,Geral
"relatórios demorou para responder. Tentei acompanhar pagamento e relatórios travou duas vezes. Consegui acompanhar pagamento, mas depois apareceu erro em extrato. Recebi erro enquanto tentava acompanhar pagamento. Precisei repetir algumas etapas para concluir. sitema",0,Pós-venda
Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. extrato demorou para responder. O suporte pediu novamente as mesmas informações.,3,Suporte
pagamentos demorou para responder. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. vcs,9,Suporte
"O atendimento resolveu rápido a solicitação. Consegui emitir boleto, mas depois apareceu erro em onboarding. Tentei emitir boleto e extrato travou duas vezes.",2,Serviços
"O atendimento resolveu rápido a solicitação. Consegui integrar sistema, mas depois apareceu erro em notificações.",1,Serviços
O atendimento resolveu rápido a solicitação. Depois da atualização dashboard ficou mais simples.,4,Suporte
usabilidade demorou para responder. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.,7,Suporte
Recebi erro enquanto tentava consultar limite. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,0,Produto
As notificações chegaram atrasadas. Recebi erro enquanto tentava consultar saldo. O atendimento resolveu rápido a solicitação. Tentei consultar saldo e login travou duas vezes. login demorou para responder. demoro naum,3,Serviços
Depois da atualização cadastro ficou mais simples. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava consultar limite. cadastro demorou para responder. O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação.,8,Serviços
Ok.,8,Produto
"Tentei consultar limite e integração travou duas vezes. Consegui consultar limite, mas depois apareceu erro em usabilidade.",1,Suporte
O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.,8,Produto
"O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em cartão virtual. O suporte pediu novamente as mesmas informações. Tentei baixar relatório e dashboard travou duas vezes.",3,Produto
"Depois da atualização extrato ficou mais simples. extrato demorou para responder. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em cartão virtual.",10,Serviços
"Depois da atualização performance ficou mais simples. performance demorou para responder. Consegui emitir boleto, mas depois apareceu erro em cadastro. Precisei repetir algumas etapas para concluir. ploblema qdo",2,Serviços
"Consegui consultar saldo, mas depois apareceu erro em integração. Tentei consultar saldo e performance travou duas vezes. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Depois da atualização performance ficou mais simples.",3,Produto
"Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. Consegui integrar sistema, mas depois apareceu erro em pagamentos. Depois da atualização cadastro ficou mais simples.",9,Serviços
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em login. chat demorou para responder. atendimnto platafroma vcs",6,Suporte
"Consegui integrar sistema, mas depois apareceu erro em extrato. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei integrar sistema e login travou duas vezes.",4,Suporte
chat demorou para responder. O atendimento resolveu rápido a solicitação.,10,Geral
"Depois da atualização integração ficou mais simples. Precisei repetir algumas etapas para concluir. Consegui acompanhar pagamento, mas depois apareceu erro em notificações. Tentei acompanhar pagamento e integração travou duas vezes. O atendimento resolveu rápido a solicitação. platafroma naum",6,Pós-venda
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Depois da atualização onboarding ficou mais simples. O atendimento resolveu rápido a solicitação. msg,9,Produto
O atendimento resolveu rápido a solicitação. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. extrato demorou para responder. naum,0,Suporte
Depois da atualização chat ficou mais simples. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação.,0,Pós-venda
"O carregamento dos relatórios demorou. Consegui atualizar cadastro, mas depois apareceu erro em notificações. Tentei atualizar cadastro e login travou duas vezes. vcs ploblema probelma",1,Suporte
O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava consultar saldo. Depois da atualização usabilidade ficou mais simples. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas.,9,Suporte
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava baixar relatório. As notificações chegaram atrasadas. msg platafroma,4,Produto
"Tentei fazer transferência e login travou duas vezes. login demorou para responder. Consegui fazer transferência, mas depois apareceu erro em API.",10,Serviços
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir.,5,Suporte
"Tentei fazer transferência e relatórios travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava fazer transferência. Consegui fazer transferência, mas depois apareceu erro em onboarding. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. vcs msg probelma",4,Serviços
Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e pagamentos travou duas vezes. As notificações chegaram atrasadas. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava atualizar cadastro.,7,Produto
O suporte pediu novamente as mesmas informações. extrato demorou para responder. Tentei atualizar cadastro e extrato travou duas vezes. Recebi erro enquanto tentava atualizar cadastro. bugou naum,7,Produto
"Depois da atualização cartão virtual ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em notificações. Precisei repetir algumas etapas para concluir. qdo probelma",8,Suporte
As notificações chegaram atrasadas. Recebi erro enquanto tentava fazer transferência. O suporte pediu novamente as mesmas informações. Precisei repetir algumas etapas para concluir. Tentei fazer transferência e login travou duas vezes.,1,Pós-venda
Depois da atualização cartão virtual ficou mais simples. Recebi erro enquanto tentava consultar saldo. O carregamento dos relatórios demorou. As notificações chegaram atrasadas. demoro msg atendimnto,9,Suporte
"Depois da atualização cadastro ficou mais simples. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em chat. cadastro demorou para responder. probelma",6,Geral
Normal.,4,Suporte
Tentei emitir boleto e onboarding travou duas vezes. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O carregamento dos relatórios demorou.,1,Produto
O suporte pediu novamente as mesmas informações. Depois da atualização onboarding ficou mais simples. Tentei consultar saldo e onboarding travou duas vezes. Precisei repetir algumas etapas para concluir. demoro,10,Suporte
O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou.,0,Serviços
O suporte pediu novamente as mesmas informações. O atendimento resolveu rápido a solicitação. Depois da atualização pagamentos ficou mais simples. Recebi erro enquanto tentava integrar sistema. As notificações chegaram atrasadas.,0,Suporte
"Tentei baixar relatório e integração travou duas vezes. Consegui baixar relatório, mas depois apareceu erro em login. O carregamento dos relatórios demorou. As notificações chegaram atrasadas.",7,Serviços
"Precisei repetir algumas etapas para concluir. Consegui baixar relatório, mas depois apareceu erro em usabilidade. bugou",4,Produto
Recebi erro enquanto tentava consultar limite. Tentei consultar limite e API travou duas vezes. As notificações chegaram atrasadas. O carregamento dos relatórios demorou. platafroma atendimnto,9,Suporte
"As notificações chegaram atrasadas. Consegui integrar sistema, mas depois apareceu erro em login. Recebi erro enquanto tentava integrar sistema. O atendimento resolveu rápido a solicitação. Tentei integrar sistema e relatórios travou duas vezes. demoro sitema atendimnto",1,Suporte
"O suporte pediu novamente as mesmas informações. Tentei consultar saldo e notificações travou duas vezes. O carregamento dos relatórios demorou. notificações demorou para responder. Consegui consultar saldo, mas depois apareceu erro em cartão virtual. sitema platafroma demoro",1,Suporte
"O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Consegui atualizar cadastro, mas depois apareceu erro em usabilidade. Tentei atualizar cadastro e cadastro travou duas vezes. Depois da atualização cadastro ficou mais simples.",8,Suporte
Recebi erro enquanto tentava baixar relatório. Depois da atualização limite ficou mais simples.,0,Suporte
"Consegui atualizar cadastro, mas depois apareceu erro em chat. Precisei repetir algumas etapas para concluir. Tentei atualizar cadastro e extrato travou duas vezes. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Depois da atualização extrato ficou mais simples. platafroma",3,Pós-venda
Recebi erro enquanto tentava consultar saldo. O suporte pediu novamente as mesmas informações. O carregamento dos relatórios demorou. atendimnto demoro,6,Suporte
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações.,4,Produto
Nada a declarar.,10,Produto
Precisei repetir algumas etapas para concluir. login demorou para responder. As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação.,5,Serviços
"Consegui baixar relatório, mas depois apareceu erro em chat. Recebi erro enquanto tentava baixar relatório. Depois da atualização performance ficou mais simples. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações.",6,Produto
O carregamento dos relatórios demorou. O atendimento resolveu rápido a solicitação. As notificações chegaram atrasadas.,2,Serviços
O carregamento dos relatórios demorou. Depois da atualização API ficou mais simples. Recebi erro enquanto tentava baixar relatório. API demorou para responder. O atendimento resolveu rápido a solicitação. ploblema,3,Pós-venda
Tentei consultar limite e limite travou duas vezes. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. limite demorou para responder. O carregamento dos relatórios demorou.,1,Produto
Recebi erro enquanto tentava fazer transferência. As notificações chegaram atrasadas. sitema,3,Suporte
"O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas. Consegui atualizar cadastro, mas depois apareceu erro em extrato. O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir.",9,Serviços
"Depois da atualização pagamentos ficou mais simples. Tentei integrar sistema e pagamentos travou duas vezes. Consegui integrar sistema, mas depois apareceu erro em cadastro. O suporte pediu novamente as mesmas informações.",0,Serviços
Precisei repetir algumas etapas para concluir. onboarding demorou para responder. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. Recebi erro enquanto tentava consultar limite.,2,Suporte
Tentei consultar limite e chat travou duas vezes. Precisei repetir algumas etapas para concluir.,0,Geral
As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e performance travou duas vezes.,1,Geral
"Recebi erro enquanto tentava emitir boleto. Consegui emitir boleto, mas depois apareceu erro em integração. Tentei emitir boleto e pagamentos travou duas vezes. naum bugou msg",8,Produto
"Precisei repetir algumas etapas para concluir. Tentei consultar limite e pagamentos travou duas vezes. As notificações chegaram atrasadas. Consegui consultar limite, mas depois apareceu erro em cadastro. Recebi erro enquanto tentava consultar limite. O atendimento resolveu rápido a solicitação.",3,Serviços
"Depois da atualização pagamentos ficou mais simples. Consegui emitir boleto, mas depois apareceu erro em relatórios. As notificações chegaram atrasadas. Precisei repetir algumas etapas para concluir. pagamentos demorou para responder.",0,Suporte
"Tentei fazer transferência e API travou duas vezes. As notificações chegaram atrasadas. Consegui fazer transferência, mas depois apareceu erro em dashboard.",1,Serviços
"Consegui consultar limite, mas depois apareceu erro em limite. Tentei consultar limite e dashboard travou duas vezes. ploblema vcs",6,Produto
Precisei repetir algumas etapas para concluir. Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. Depois da atualização cartão virtual ficou mais simples.,6,Serviços
"Consegui emitir boleto, mas depois apareceu erro em chat. integração demorou para responder. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava emitir boleto. O suporte pediu novamente as mesmas informações. As notificações chegaram atrasadas.",3,Suporte
"Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em dashboard. Depois da atualização usabilidade ficou mais simples. O suporte pediu novamente as mesmas informações. usabilidade demorou para responder.",6,Serviços
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. naum ploblema probelma,5,Serviços
Recebi erro enquanto tentava consultar limite. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou. performance demorou para responder. Depois da atualização performance ficou mais simples. O atendimento resolveu rápido a solicitação. qdo demoro,10,Geral
O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. Tentei emitir boleto e limite travou duas vezes. As notificações chegaram atrasadas.,0,Serviços
O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar saldo. relatórios demorou para responder. ploblema sitema probelma,2,Produto
"Tentei consultar limite e usabilidade travou duas vezes. Consegui consultar limite, mas depois apareceu erro em performance. usabilidade demorou para responder. Recebi erro enquanto tentava consultar limite. Depois da atualização usabilidade ficou mais simples.",1,Produto
"Consegui baixar relatório, mas depois apareceu erro em usabilidade. Depois da atualização extrato ficou mais simples. Precisei repetir algumas etapas para concluir. O suporte pediu novamente as mesmas informações. extrato demorou para responder.",0,Suporte
Depois da atualização dashboard ficou mais simples. O suporte pediu novamente as mesmas informações. Recebi erro enquanto tentava fazer transferência. Tentei fazer transferência e dashboard travou duas vezes. probelma sitema platafroma,5,Geral
Recebi erro enquanto tentava baixar relatório. Precisei repetir algumas etapas para concluir. extrato demorou para responder. Depois da atualização extrato ficou mais simples. O suporte pediu novamente as mesmas informações. probelma,8,Suporte
O carregamento dos relatórios demorou. extrato demorou para responder.,0,Suporte
relatórios demorou para responder. Recebi erro enquanto tentava baixar relatório. Tentei baixar relatório e relatórios travou duas vezes.,4,Suporte
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. O suporte pediu novamente as mesmas informações.,8,Serviços
O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. ploblema travano,0,Suporte
As notificações chegaram atrasadas. O atendimento resolveu rápido a solicitação. Recebi erro enquanto tentava consultar limite. bugou atendimnto travano,10,Suporte
O carregamento dos relatórios demorou. Recebi erro enquanto tentava emitir boleto.,10,Produto
"Tentei fazer transferência e API travou duas vezes. Precisei repetir algumas etapas para concluir. Consegui fazer transferência, mas depois apareceu erro em cartão virtual.",4,Serviços
"Consegui fazer transferência, mas depois apareceu erro em login. Tentei fazer transferência e extrato travou duas vezes. Precisei repetir algumas etapas para concluir. O atendimento resolveu rápido a solicitação. extrato demorou para responder. Recebi erro enquanto tentava fazer transferência.",2,Pós-venda
Recebi erro enquanto tentava acompanhar pagamento. As notificações chegaram atrasadas. extrato demorou para responder. O carregamento dos relatórios demorou. O suporte pediu novamente as mesmas informações. Tentei acompanhar pagamento e extrato travou duas vezes.,3,Serviços
Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Depois da atualização notificações ficou mais simples. O atendimento resolveu rápido a solicitação. O carregamento dos relatórios demorou. probelma,6,Suporte
As notificações chegaram atrasadas. Recebi erro enquanto tentava emitir boleto.,4,Geral
Mais ou menos.,7,Suporte
"As notificações chegaram atrasadas. O suporte pediu novamente as mesmas informações. dashboard demorou para responder. O carregamento dos relatórios demorou. Consegui emitir boleto, mas depois apareceu erro em extrato.",5,Suporte
Tentei emitir boleto e pagamentos travou duas vezes. O atendimento resolveu rápido a solicitação. Precisei repetir algumas etapas para concluir. O carregamento dos relatórios demorou.,0,Suporte
Recebi erro enquanto tentava emitir boleto. O atendimento resolveu rápido a solicitação. performance demorou para responder.,9,Geral
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. Consegui consultar saldo, mas depois apareceu erro em cadastro. Depois da atualização API ficou mais simples.",3,Produto
Depois da atualização pagamentos ficou mais simples. As notificações chegaram atrasadas. pagamentos demorou para responder. Precisei repetir algumas etapas para concluir.,3,Serviços
O atendimento resolveu rápido a solicitação. integração demorou para responder.,9,Serviços
"O carregamento dos relatórios demorou. Precisei repetir algumas etapas para concluir. API demorou para responder. Consegui baixar relatório, mas depois apareceu erro em limite. Tentei baixar relatório e API travou duas vezes. Recebi erro enquanto tentava baixar relatório. ploblema naum",10,Suporte
Achei estranho.,3,Serviços
O carregamento dos relatórios demorou. As notificações chegaram atrasadas. msg bugou,8,Geral
Precisei repetir algumas etapas para concluir. performance demorou para responder. Tentei atualizar cadastro e performance travou duas vezes. O carregamento dos relatórios demorou.,3,Serviços
"Consegui emitir boleto, mas depois apareceu erro em usabilidade. Depois da atualização limite ficou mais simples.",6,Produto
Regular.,3,Geral
Recebi erro enquanto tentava atualizar cadastro. Precisei repetir algumas etapas para concluir. As notificações chegaram atrasadas. Tentei atualizar cadastro e API travou duas vezes.,7,Serviços
